captions
"[['Various footage from different sporting events.'], ['A photo of a library']]"
"[['A man is dodging bombs in a barren landscape.'], ['A photo of a tree']]"
"[['A man is shown swimming in a pool.'], ['A photo of a basketball']]"
"[['Two young men discussing and demonstrating a video game.'], ['A photo of a person']]"
"[[""Two boys sneak up to watch a girls' performing choir.""], ['A photo of a park']]"
"[['A man dressed as a woman in a Spanish language TV program.'], ['A photo of a child']]"
"[['A person passes by a group of happy men.'], ['A photo of a dog']]"
"[['A salad is being filmed on a table.'], ['A photo of a drink']]"
"[['Two people preparing for some sports.'], ['A photo of a golf']]"
"[['Two boys introducing a young lady playing cups and singing.'], ['A photo of a dance']]"
"[['A man is giving a presentation on stage.'], ['A photo of a interview']]"
"[['Will Smith is the star of many movies, including the film ""Ali"".'], ['A photo of a game']]"
"[['An animated girl is playing with a baby.'], ['A photo of a horse']]"
"[['A girl dancing seductively in her white nightwear.'], ['A photo of a book']]"
"[['A woman is making a hair accessory.'], ['A photo of a basketball']]"
"[['A hairdresser and client talking in kid like voices.'], ['A photo of a baby']]"
"[['A person is chopping up lettuce and kidney beans are in a strainer.'], ['A photo of a steak']]"
"[['A man briefing the press about the condition of a hospital patient outside a building.'], ['A photo of a woman']]"
"[['A man is playing a video game on a video game system.'], ['A photo of a skateboard']]"
"[['A woman in blue holding two pink lipsticks.'], ['A photo of a man']]"
"[['A girl is painting Easter designs on nails.'], ['A photo of a dance']]"
"[['Two people introducing an episode of their show.'], ['A photo of a comedy']]"
"[['A soldier is laying down in this picture.'], ['A photo of a sun']]"
"[['A compilation of different vine videos.'], ['A photo of a swim']]"
"[['A man is putting his phone down to be charged.'], ['A photo of a keyboard']]"
"[['Tennis players playing in high energy matches in large stadiums with enthusiastic crowds.'], ['A photo of a basketball']]"
"[[""A news scene of a dog's exercise and diet.""], ['A photo of a cat']]"
"[['The men are working in a surveillance room.'], ['A photo of a cooking']]"
"[['A man is talking about something in the video.'], ['A photo of a song']]"
"[['A man grabs at snakes and throws them around the room.'], ['A photo of a fish']]"
"[['A cooking recipe show with chicken and vegetables.'], ['A photo of a pizza']]"
"[['A cartoon plane picking up fruit and placing it in trucks.'], ['A photo of a bear']]"
"[['A woman walking next to a river in a bikini.'], ['A photo of a snow']]"
"[['A woman explaining how to do something on a computer.'], ['A photo of a tv']]"
"[['A red car is going down the road.'], ['A photo of a bike']]"
"[['A lady is giving a speech on her show.'], ['A photo of a commercial']]"
"[['A music video of lady gaga singing'], ['A photo of a cry']]"
"[['A video of human beings being helpful to one another.'], ['A photo of a car']]"
"[['A movie preview is shown with a robot in it.'], ['A photo of a football']]"
"[['A woman is using a baby stroller.'], ['A photo of a bicycle']]"
"[['Two animated women are talking to each other.'], ['A photo of a car']]"
"[['A man that is kicking a ball.'], ['A photo of a tennis']]"
"[['A girl is showing off her gymnastics skills in the front yard.'], ['A photo of a trampoline']]"
"[['A man is giving a speech in the video.'], ['A photo of a protest']]"
"[['A man is chopping a lobster and removing the shell.'], ['A photo of a wine']]"
"[['Someone is playing a first person shooter game and making jokes.'], ['A photo of a piano']]"
"[['A trailer for a film with text overlaid on it.'], ['A photo of a animation']]"
"[[""A young man and his dad rub each other's hair in this Vodafone commercial.""], ['A photo of a person']]"
"[['A cartoon clip is being played in the video.'], ['A photo of a exercise']]"
"[['A man is showing how to prepare potatoes.'], ['A photo of a spaghetti']]"
"[['A man is giving a presentation of the planet earth.'], ['A photo of a woman']]"
"[['Space explorers in red and silver suits float in a black abyss filled with sparkling blue crystals.'], ['A photo of a walk']]"
"[['A white male rapping while another plays guitar.'], ['A photo of a knitting']]"
"[['A girl is shooting her nerf bow in the video.'], ['A photo of a rock']]"
"[['A child in pink watching a white bird in an open box.'], ['A photo of a dog']]"
"[['A rat emerging from a nest, looking for something, and then finding food on a human hand.'], ['A photo of a dog']]"
"[['A woman is stirring food in the video.'], ['A photo of a fish']]"
"[['A person walking down a staircase surrounded by lush greenery and other foliage.'], ['A photo of a city']]"
"[['A video game of Minecraft is being played.'], ['A photo of a cooking']]"
"[['A man is yelling on the phone.'], ['A photo of a woman']]"
"[['One person is visibly sad while another tries to comfort.'], ['A photo of a anger']]"
"[['someone is mixing ingredients in a bowl'], ['A photo of a grill']]"
"[['A woman applying makeup to her eyes in double speed.'], ['A photo of a man']]"
"[['A lady that is with her dogs.'], ['A photo of a doghouse']]"
"[['A woman is having a discussion with two men.'], ['A photo of a car']]"
"[['A frightening animation scene is taking place.'], ['A photo of a wedding']]"
"[['A man and a woman sing on the beach together.'], ['A photo of a piano']]"
"[['Scrolling through a menu of movie clips with various movie trailers.'], ['A photo of a music']]"
"[['People are stopped by military in the street.'], ['A photo of a child']]"
"[['A woman is talking about a baby stroller.'], ['A photo of a toy']]"
"[['A cartoon play for kids to watch.'], ['A photo of a camera']]"
"[['A woman is in a lot of pain.'], ['A photo of a happiness']]"
"[['A group of men carrying a body covered in a sheet.'], ['A photo of a guitar']]"
"[['A young man has his hand on a young girls back.'], ['A photo of a basketball']]"
"[['A man folding up a stroller.'], ['A photo of a shoe']]"
"[['A foreign language music video is shown.'], ['A photo of a dance']]"
"[['A man talking about kim chi to the camera.'], ['A photo of a bicycle']]"
"[['Several young girls singing on a stage.'], ['A photo of a dance']]"
"[['A man shows off his completed wooden floor in his home.'], ['A photo of a repair']]"
"[['A kid is excitedly unwrapping his presents.'], ['A photo of a snow']]"
"[['A cartoon man is dancing for his girl.'], ['A photo of a painter']]"
"[['A man is talking about flights while using Google Earth.'], ['A photo of a explosion']]"
"[['A group of people stamp dance on stage in front of a crowd.'], ['A photo of a piano']]"
"[['A man sitting down playing a guitar.'], ['A photo of a piano']]"
"[['A team in blue uniforms playing a game of badminton against a team in white.'], ['A photo of a person']]"
"[['A long legged woman in black clothes walking.'], ['A photo of a car']]"
"[['There is no swimming in this video.'], ['A photo of a swim']]"
"[['A foreign military themed show is going on.'], ['A photo of a crying']]"
"[['The video is focused on the fast moving needles of a clock.'], ['A photo of a radio']]"
"[['A cat is licking a baby.'], ['A photo of a dog']]"
"[['Two ladies sitting down talking in an office room.'], ['A photo of a car']]"
"[['A person swimming in the white water rapids.'], ['A photo of a volcano']]"
"[['A news reader is reading a news story.'], ['A photo of a car']]"
"[['Someone is playing a game and is very into it.'], ['A photo of a hiking']]"
"[['A woman interviewing a man about merchant market currencies on a news program.'], ['A photo of a car']]"
"[['Bill Murray is covered in frosting in this video.'], ['A photo of a firework']]"
"[['A web animation of a businessman.'], ['A photo of a exercise']]"
"[['TV show presenters discuss Will Smith and other actors and their characters.'], ['A photo of a woman']]"
"[['A gospel band is playing on.'], ['A photo of a piano']]"
"[['A man running into the crowd trying to catch a basketball.'], ['A photo of a swim']]"
"[['A picture of a match that is going on with wrestling.'], ['A photo of a basketball']]"
"[['Men and women singing in a choir on stage with a piano.'], ['A photo of a orchestra']]"
"[['A woman showing a variety of ingredients, including shrimp, to prepare a dish.'], ['A photo of a restaurant']]"
"[['Someone is showing off a drink in the video.'], ['A photo of a book']]"
"[['A woman on a couch talking to a man.'], ['A photo of a kitchen']]"
"[['People are talking about a boxing match.'], ['A photo of a wrestling']]"
"[['A boy auditioning for a part on the Voice Kids.'], ['A photo of a drawing']]"
"[['Music is playing in the background while advertisements are shown.'], ['A photo of a plate']]"
"[['A man holding a coffee mug in his hand.'], ['A photo of a bike']]"
"[['A group of men eating some Mexican food.'], ['A photo of a sleep']]"
"[['Two red haired mermaids sitting on a rock.'], ['A photo of a butterfly']]"
"[['A video advertising a seat basket.'], ['A photo of a jogging']]"
"[[""A man is working on a computer's motherboard.""], ['A photo of a dance']]"
"[['An episode of Pokemon caused people to have seizures.'], ['A photo of a bicycle']]"
"[['A man in a black suit talks about deforestation and climate change.'], ['A photo of a woman']]"
"[['The chef is being interviewed by a lady in the kitchen with ingredients on the table.'], ['A photo of a pizza']]"
"[[""George Lopez's family enjoying a quiet dinner together.""], ['A photo of a sport']]"
"[['A woman baking and decorating a cake in a kitchen.'], ['A photo of a person']]"
"[['A man is talking to a crowd of people.'], ['A photo of a book']]"
"[['A video clip of a Disney movie.'], ['A photo of a book']]"
"[['A video of a demonstration of a mobile rack.'], ['A photo of a garden']]"
"[['Squidward is in several scenes set to a Lil Wayne song.'], ['A photo of a painting']]"
"[['A man showing off a new vehicle.'], ['A photo of a woman']]"
"[['A man is sweeping dust off the floor.'], ['A photo of a car']]"
"[['The couple is sharing a kiss in Game of Thrones.'], ['A photo of a child']]"
"[['A man is interviewing Bill Murray.'], ['A photo of a woman']]"
"[['A lady applying makeup around her eyes.'], ['A photo of a car']]"
"[['Someone is showing the features of a car.'], ['A photo of a motorcycle']]"
"[['A helicopter in the air with a man wearing a red and yellow dress, helmet and gloves touching hands and speaking.'], ['A photo of a ocean']]"
"[['A backyard competition is in full swing.'], ['A photo of a read']]"
"[['A woman is showing off a stroller in a video.'], ['A photo of a baby']]"
"[['Two ladies on a cookery show showing how to marinate chicken with salt and cilantro sprigs.'], ['A photo of a baking']]"
"[['Young children in red fire chief hats are guided to a fire engine and up its metal textured stairs.'], ['A photo of a aeroplane']]"
"[['A dog drinking milk with a baby nibble bottle.'], ['A photo of a sleep']]"
"[['A man is explaining how to do an experiment in a video.'], ['A photo of a person']]"
"[['A woman talks about her favorite books, including her second favorite, ""The Walking Dead"" from AMC.'], ['A photo of a dance']]"
"[['A scene from a popular party.'], ['A photo of a concert']]"
"[['A cartoon woman sobs at a bench as a woman in blue comes into view.'], ['A photo of a puppy']]"
"[['A man wearing a red shirt drives a car while talking.'], ['A photo of a person']]"
"[['An Ethiopian woman asking a child about her strengths.'], ['A photo of a cooking']]"
"[['A woman is sharing tips about skin care.'], ['A photo of a hiking']]"
"[['A man and woman are talking at a bus stop.'], ['A photo of a running']]"
"[['Miniature donkeys are walking around making a lot of noise.'], ['A photo of a elephant']]"
"[['A person is explaining something to someone.'], ['A photo of a tv']]"
"[['A girl in a black dress sleeping, smoking and peeping into a hole.'], ['A photo of a car']]"
"[['A man and a woman standing in a bedroom.'], ['A photo of a snowboard']]"
"[['A video set to the song ""Hero"" by Skillet.'], ['A photo of a love']]"
"[['Women model clothes on the runway.'], ['A photo of a sporting event']]"
"[['A girl is sitting in a restaurant by herself.'], ['A photo of a car']]"
"[['The chef adds fish sauce and fish paste to a large stainless steel cooking pot.'], ['A photo of a bed']]"
"[['He is playing with a ball in the video.'], ['A photo of a swim']]"
"[['A soldier is giving a speech to a group of people.'], ['A photo of a sailor']]"
"[['A puppy is crawling down some stairs.'], ['A photo of a cat']]"
"[['city limits photograph taken from a high point during the day'], ['A photo of a train']]"
"[['Someone is playing a game in this video.'], ['A photo of a medicine']]"
"[['A man holding a microphone at a lecture podium in front of a laptop with a red light on it.'], ['A photo of a basketball']]"
"[['A news reporter is talking about a shooting.'], ['A photo of a sport']]"
"[['A soccer team is walking out onto the field.'], ['A photo of a tennis']]"
"[['A person riding an orange motor bike up a hill falls.'], ['A photo of a person']]"
"[['A dog and a cat are facing off.'], ['A photo of a bird']]"
"[['A lady describes workouts and exercises for women.'], ['A photo of a read']]"
"[['The video is an animated video with violence in it.'], ['A photo of a comedy']]"
"[['The water safety team rushes in with safety devices and a water bike to rescue a person who has been swept away.'], ['A photo of a shark']]"
"[['Some people are singing on the beach.'], ['A photo of a forest']]"
"[['The young performer is showing his audience his skills.'], ['A photo of a anxiety']]"
"[['An illustration of an Olympics weightlifting photo is used to explain gravitational force.'], ['A photo of a music']]"
"[['A woman is cooking in a sauce pan.'], ['A photo of a person']]"
"[['She is whizzing up her ingredients with an electric blender.'], ['A photo of a garden']]"
"[['Two teams are competing at the Olympics.'], ['A photo of a baseball']]"
"[['A video gamer is fully engrossed in his game.'], ['A photo of a book']]"
"[['Gymnasts practice their rolling skills without a trampoline.'], ['A photo of a trampoline']]"
"[['Long haired sheep are in the big mountains.'], ['A photo of a bird']]"
"[['Female journalist in purple shirt and white blazer talking on news show next to image of male in dark suit.'], ['A photo of a child']]"
"[['Several men and women walking upstairs in a caged fence.'], ['A photo of a skateboard']]"
"[['A man is singing in a music video while laying with women.'], ['A photo of a person reading']]"
"[['A first person shooter video game being played by a man.'], ['A photo of a painting']]"
"[['The inside of a Toyota car with lots of space and safety.'], ['A photo of a boat']]"
"[['A woman with long white hair and wearing all white sails through the sky above snow covered ground.'], ['A photo of a horse']]"
"[['Still photos from the 2002 movie The Pianist.'], ['A photo of a dog']]"
"[['A girl is messaging her friend and communicating.'], ['A photo of a phone']]"
"[['A cartoon announcing the next event in a fake show.'], ['A photo of a horse']]"
"[['A band playing music while people dance.'], ['A photo of a piano']]"
"[[""A man is trying to solve a Rubik's Cube.""], ['A photo of a bicycle']]"
"[[""A man talks about his car's features from the inside.""], ['A photo of a motorcycle']]"
"[['A man standing in the road singing his heart out.'], ['A photo of a cooking']]"
"[['A man making a sauce in a kitchen.'], ['A photo of a salad']]"
"[['A man is talking about a Bollywood celebrity.'], ['A photo of a passenger']]"
"[['A helicopter flying in a war zone in Syria.'], ['A photo of a swim']]"
"[['A man is talking to an athlete.'], ['A photo of a astronaut']]"
"[['Three men talking about the national football league.'], ['A photo of a dance']]"
"[['A woman is doing craft and talking about it.'], ['A photo of a motorcycle']]"
"[['There are two snakes in containers.'], ['A photo of a lion']]"
"[['A video of a computer playing the game Sky Roads.'], ['A photo of a video']]"
"[['Two men are competing in a wrestling event.'], ['A photo of a basketball']]"
"[[""A documentary on mastering the art of windsurfing, particularly recovering from a wipeout, in a location that isn't a beach.""], ['A photo of a beach']]"
"[['Two cats, one on a couch and the other in a basket.'], ['A photo of a dog']]"
"[['A picture of a 1970s car is on display.'], ['A photo of a truck']]"
"[['A woman is cooking an orange substance.'], ['A photo of a salad']]"
"[['A group of people dancing together in a room.'], ['A photo of a solo']]"
"[['Band members singing and playing the guitar while rubbing their hands together in the dark.'], ['A photo of a piano']]"
"[['A man is discussing a few products.'], ['A photo of a present']]"
"[['A reporter asking questions at a gun range.'], ['A photo of a tennis']]"
"[['A girl talks about photos and her life.'], ['A photo of a painting']]"
"[['Cartoon characters are talking to a pokemon.'], ['A photo of a person']]"
"[['An animated pirate singing on a ship.'], ['A photo of a aeroplane']]"
"[['A rock group performing one of their songs.'], ['A photo of a orchestra']]"
"[['A man talks about driving while holding up a car model.'], ['A photo of a car']]"
"[['A man talking about opening a laptop case.'], ['A photo of a phone']]"
"[[""A man opening a glove compartment while looking at the length of a person's arm.""], ['A photo of a bicycle']]"
"[['A person lighting a kettle in a kitchen.'], ['A photo of a baking']]"
"[['A person is cooking on stage.'], ['A photo of a radio']]"
"[['A woman serving a bowl of soup with various ingredients.'], ['A photo of a pizza']]"
"[['A man eating rice and a woman going to the hospital.'], ['A photo of a school']]"
"[['A man driving his car down the road.'], ['A photo of a bus']]"
"[['A man is cooking burgers and bacon on a grill.'], ['A photo of a sushi']]"
"[['A news clip from Fox News about the Shelby, North Carolina shooting.'], ['A photo of a music']]"
"[['The queen of England walks with her entourage, which includes a few Muslim women, while a narrator explains how the queen was inspired to create an outfit similar to what Muslim women wear.'], ['A photo of a beach']]"
"[['A recap of the GOP debate between Donald Trump and Ted Cruz on Fox News.'], ['A photo of a person']]"
"[['A video of cartoon birds flying in the sky.'], ['A photo of a swim']]"
"[['A cartoon of a dog running and howling.'], ['A photo of a rabbit']]"
"[['A few Barbie dolls being played with by a kid using a shoe to interact with one of the dolls.'], ['A photo of a soccer']]"
"[['A man and woman performing in front of judges.'], ['A photo of a car']]"
"[['This is a live tv show that is being shown.'], ['A photo of a theater']]"
"[['A woman is smiling in the video.'], ['A photo of a basketball']]"
"[['A group of young people having fun.'], ['A photo of a helicopter']]"
"[['A man is talking about human relationships.'], ['A photo of a cooking']]"
"[['A futuristic dressed woman crawls and dances across the floor.'], ['A photo of a singer']]"
"[['The behind the scenes of a professional kitchen is full of noise and commotion.'], ['A photo of a garden']]"
"[['Mountain views from a boat on a lake.'], ['A photo of a car']]"
"[['Some Japanese people laughing and dancing.'], ['A photo of a furniture']]"
"[['A polar bear jumps into the water and plays around while people watch.'], ['A photo of a mountain']]"
"[[""Vladimir Putin's news segment on fighting terrorism.""], ['A photo of a war']]"
"[['SpongeBob is talking about his memories with Mr.'], ['A photo of a swim']]"
"[['Three kids are singing in unison.'], ['A photo of a guitar']]"
"[['The house has at least three small pets.'], ['A photo of a car']]"
"[['A man is talking with a commando.'], ['A photo of a silence']]"
"[['A boy in a karate dress talking about good times with his father.'], ['A photo of a car']]"
"[['A man is playing at the console.'], ['A photo of a tennis']]"
"[['A warrior is fighting in an intense battle.'], ['A photo of a sail']]"
"[['A figure in camouflage clothing walking with bent knees through large cement rooms toward a door where people are being shot.'], ['A photo of a flower']]"
"[['A man talks about a war between two generals, one of whom became king.'], ['A photo of a dance']]"
"[['A woman sitting in a white themed bathroom getting makeup.'], ['A photo of a hairbrush']]"
"[['A woman singing and playing guitar for a televised competition.'], ['A photo of a piano']]"
"[['A man playing an online multiplayer game and explaining the mechanics.'], ['A photo of a car']]"
"[['Men in a garage discussing a car restoration project.'], ['A photo of a beach']]"
"[['Playing with toy kitchen accessories for fun.'], ['A photo of a baking']]"
"[['A blonde woman with black nails recording herself in a room.'], ['A photo of a umbrella']]"
"[['Someone is adding ingredients to a batter.'], ['A photo of a drink']]"
"[['a man that is playing a piano'], ['A photo of a guitar']]"
"[['someone is talking about a car'], ['A photo of a truck']]"
"[['A person explaining a concept in a show.'], ['A photo of a laughter']]"
"[['Two men are walking along the road talking.'], ['A photo of a woman']]"
"[['A man and a woman sitting in front of a television talking to the audience.'], ['A photo of a dance']]"
"[['A woman is speaking on the television channel.'], ['A photo of a man']]"
"[['A man that is folding some pieces of paper.'], ['A photo of a book']]"
"[['A girl is using her smart phone in the video.'], ['A photo of a laptop']]"
"[['A young girl petting a dog laying on a couch.'], ['A photo of a cat']]"
"[[""A man and woman looking into each other's eyes on the subway.""], ['A photo of a car']]"
"[['A man giving a speech to a group of people about telling someone something.'], ['A photo of a woman']]"
"[['A video about a cartoon film.'], ['A photo of a car']]"
"[['A woman explains the difference between responders and non responders in precision medicine.'], ['A photo of a hospital']]"
"[['A young boy playing a guitar and rocking out.'], ['A photo of a piano']]"
"[['A woman peeling vegetables in her kitchen.'], ['A photo of a boiling']]"
"[['A man wearing a headband demonstrates how to play ping pong.'], ['A photo of a soccer']]"
"[['A group of young athletes sprinting around a track.'], ['A photo of a swim']]"
"[['A man loading a clip into a pistol.'], ['A photo of a shield']]"
"[['A video game clip with different characters in it.'], ['A photo of a tennis']]"
"[['An oriental female wearing a pink wig and youthful clothing and carrying a stuffed animal.'], ['A photo of a dog']]"
"[['A man with black hair wearing a white shirt preparing pancakes in a kitchen.'], ['A photo of a fire']]"
"[['A hospital mortuary room and a doctor handling a special case.'], ['A photo of a operation']]"
"[['A man on a surfboard riding a wave in the ocean.'], ['A photo of a hiking boots']]"
"[['A man playing a video game with his character killing animals with a sword.'], ['A photo of a piano']]"
"[['A middle aged woman giving another woman a message.'], ['A photo of a food']]"
"[['A group of models walking down a short runway.'], ['A photo of a person']]"
"[['A chef is preparing a treat for people to eat.'], ['A photo of a guitar']]"
"[['A person playing a video game while talking about it.'], ['A photo of a book']]"
"[['Two parrots, a white chick and a green adult in a bird cage.'], ['A photo of a dog']]"
"[['Two people wearing camera cube masks with black lenses in the middle, one of which has colorful flowers on it.'], ['A photo of a statue']]"
"[['A woman with a lot of paint on her face.'], ['A photo of a motorcycle']]"
"[['THERE IS AN INTERVIEW BEING DONE'], ['A photo of a computer']]"
"[['Customers wait in line at an ice cream shop while employees serve them.'], ['A photo of a piano']]"
"[['A man is talking about dna force.'], ['A photo of a car']]"
"[['A man that is playing a game.'], ['A photo of a woman']]"
"[['A person speaks their thoughts about the crowded world.'], ['A photo of a person']]"
"[['A video game is being played by someone.'], ['A photo of a movie']]"
"[['A man in a suit talking on a television economics program.'], ['A photo of a car']]"
"[['A man sitting in a large black truck adjusting the mirror.'], ['A photo of a bike']]"
"[['A news reader reading the news and asking questions to some people.'], ['A photo of a painting']]"
"[['A red truck on fire while three men talk about a car.'], ['A photo of a snow']]"
"[['A boy band is performing for a crowd.'], ['A photo of a breakfast']]"
"[['Two men standing on a platform high above a city.'], ['A photo of a building']]"
"[['A server is showing off a crab dish that looks delicious.'], ['A photo of a sandwich']]"
"[['The women are celebrating their soccer victory.'], ['A photo of a boxing']]"
"[['a couple of people that are together'], ['A photo of a doctor']]"
"[['A man is preparing a meal in a kitchen.'], ['A photo of a coffee']]"
"[['A block of cheese is being sliced.'], ['A photo of a guitar']]"
"[['Valencia and Hokit are wrestling with each other.'], ['A photo of a swim']]"
"[['A bowl full of some very tasty looking food.'], ['A photo of a glass']]"
"[['A person looking at the camera during a wrestling event.'], ['A photo of a piano']]"
"[['A person is singing a popular song.'], ['A photo of a car']]"
"[['A trailer for a movie with a girl knocking on the wall.'], ['A photo of a bicycle']]"
"[['A man is talking to a little boy about chasing his dreams.'], ['A photo of a tree']]"
"[['A person is playing a violin in the video.'], ['A photo of a person']]"
"[['A person straightening out a string of magnets and then wrapping them around his finger.'], ['A photo of a sculpture']]"
"[['A man handcuffs a cop to the table while talking to him.'], ['A photo of a garden']]"
"[['A handsome man strums guitar and sings.'], ['A photo of a piano']]"
"[['A very pretty picture is drawn.'], ['A photo of a marketing']]"
"[['The lyrics are written for a song.'], ['A photo of a sport']]"
"[['Two ladies and two gentlemen sitting and talking.'], ['A photo of a flower']]"
"[['A display of clips from the movie ""There Will Be Blood"".'], ['A photo of a painting']]"
"[['A group of people swimming in a boat and a monkey walking along a tree.'], ['A photo of a ocean']]"
"[['One of two guys walking on a carton of eggs with bare feet.'], ['A photo of a running']]"
"[['People walking down a street holding signs.'], ['A photo of a cheer']]"
"[['A video of someone playing a car racing video game.'], ['A photo of a bicycle']]"
"[['A guy is fixing up another car.'], ['A photo of a aeroplane']]"
"[['A cartoon that is animated and not real.'], ['A photo of a shark']]"
"[['A video of cartoon characters moving around an area.'], ['A photo of a documentary']]"
"[['A young girl sitting in a room looking into a bag.'], ['A photo of a car']]"
"[['A video tutorial on how to make fishing knots.'], ['A photo of a golf']]"
"[['A video of a diver going under water.'], ['A photo of a fly']]"
"[['A performer playing guitar and singing on the stage of a tv show.'], ['A photo of a dance']]"
"[['A boy is playing Grand Theft Auto 5.'], ['A photo of a walk']]"
"[['A woman is talking about education in the video.'], ['A photo of a party']]"
"[['A man is playing the role of two different people.'], ['A photo of a woman']]"
"[['Men are playing instruments in a band.'], ['A photo of a person']]"
"[['A man in a grey shirt is being interviewed in a building.'], ['A photo of a sing']]"
"[['Someone is preparing a skeleton slide for projection.'], ['A photo of a microscope']]"
"[['A video of cartoons talking to each other.'], ['A photo of a comedy']]"
"[['A woman tries to get out of a burning trailer.'], ['A photo of a laptop']]"
"[['A little girl is talking to someone and looks scared.'], ['A photo of a car']]"
"[['A person putting a vegetable into water to boil it.'], ['A photo of a fry']]"
"[['A picture of time that is going fast.'], ['A photo of a train']]"
"[['A woman swings her hair in front of a large sign on a brick wall.'], ['A photo of a computer']]"
"[['A man wearing a black t-shirt and a hat speaks about an event.'], ['A photo of a flower']]"
"[['The man is sitting in a black chair and wearing a brown suit while talking.'], ['A photo of a woman']]"
"[['A person is using their phone on a video.'], ['A photo of a computer']]"
"[['A baby playing with a cats tail.'], ['A photo of a dog']]"
"[['Models walking the runway during a fashion show.'], ['A photo of a skateboard']]"
"[['A man talking to his friends on a video game.'], ['A photo of a football']]"
"[['A young girl is shopping in this video.'], ['A photo of a play']]"
"[['A woman adding a spice and a liquid to a soup.'], ['A photo of a sandwich']]"
"[['A woman wearing a white top is talking to the audience.'], ['A photo of a tv']]"
"[['A man crossing the street with a big lion and his friend.'], ['A photo of a elephant']]"
"[['A group of friends are talking to each other in a room.'], ['A photo of a hiking']]"
"[['A girl wearing a dress stands on one side of the screen while song lyrics appear on the other side.'], ['A photo of a boy']]"
"[['Jeremy is describing a car.'], ['A photo of a skateboard']]"
"[['A sports vine with football clips only.'], ['A photo of a basketball']]"
"[['A man and a woman singing a song on a stage.'], ['A photo of a dance']]"
"[['A person is preparing food in this picture.'], ['A photo of a restaurant']]"
"[['A man is talking about finances in a video.'], ['A photo of a woman']]"
"[['A picture of what could be the moon or Mars is on the screen.'], ['A photo of a animal']]"
"[['A person capturing the joyful moments of a brown horse.'], ['A photo of a skate']]"
"[['A group of people playing a multiplayer game of Mario Party.'], ['A photo of a car']]"
"[['An animated cartoon character catching a ball.'], ['A photo of a car']]"
"[['People are talking about a fight that happened.'], ['A photo of a skis']]"
"[[""A man standing on a very tall building's ledge jumps off.""], ['A photo of a car']]"
"[[""A transvestite shows off her dog's new purchases, including Martha Stewart shampoo and conditioner.""], ['A photo of a bicycle']]"
"[['Two guys are wrestling at an event.'], ['A photo of a skateboard']]"
"[['A group of women rubbing oil and milk all over a woman.'], ['A photo of a hiking']]"
"[['An anchor is talking about a show.'], ['A photo of a painting']]"
"[['A commercial introducing EVA, a service that helps people find their ideal vehicle.'], ['A photo of a bike']]"
"[['A girl is talking about relationships.'], ['A photo of a cake']]"
"[['A video of a jigsaw puzzle being put together.'], ['A photo of a bicycle']]"
"[['Three men talking about their YouTube channel and thanking their viewers.'], ['A photo of a person']]"
"[['Two girls in designer dresses standing on the street holding microphones and talking about something while people walk by.'], ['A photo of a music']]"
"[['A video of some military men.'], ['A photo of a dance']]"
"[['Women walking on a stage at a fashion show showing different styles of dressing.'], ['A photo of a theater']]"
"[['A woman talks about a skin care treatment she always takes with her.'], ['A photo of a person']]"
"[['Kids are feeding and playing with a horse.'], ['A photo of a lion']]"
"[['A man is being interviewed on a beach.'], ['A photo of a city']]"
"[['A boy steps out of a play police car to talk to a girl.'], ['A photo of a bicycle']]"
"[['The video is in black and white and talks about the history of motion pictures.'], ['A photo of a color']]"
"[['A woman laughs until she chokes.'], ['A photo of a man']]"
"[['Young people sit around the edges of a room clapping and raising their arms while others dance in the center.'], ['A photo of a person']]"
"[['A vine sports compilation video.'], ['A photo of a tennis']]"
"[['A bus is crashing into a car in the video.'], ['A photo of a bike']]"
"[['A soccer player shoots a goal during a soccer game.'], ['A photo of a tennis']]"
"[['Red balloons floating in the sky with packages on them.'], ['A photo of a car']]"
"[['A police officer driving a white car onto a grassy field and then back onto the street.'], ['A photo of a motorcycle']]"
"[['A woman talking about the trendiness of jeans with patches or rips.'], ['A photo of a sewing']]"
"[['Characters from video games dancing to Old McDonald had a farm.'], ['A photo of a painting']]"
"[['The intro to World News focusing on Africa, with the BBC reporter based in Johannesburg, South Africa.'], ['A photo of a mountain']]"
"[['A woman holding up a leather jacket.'], ['A photo of a car']]"
"[['The women are sitting at a laptop talking to each other.'], ['A photo of a walk']]"
"[['A character walking up stairs in a Minecraft game.'], ['A photo of a car']]"
"[['A man speaking on a news panel.'], ['A photo of a movie']]"
"[['The opening credits for Gullah Grub Authentic Cooking.'], ['A photo of a car']]"
"[['A girl shows off her medal to the boys in this cartoon.'], ['A photo of a movie']]"
"[['A person on a computer looking at data.'], ['A photo of a map']]"
"[['Someone is playing a game on their computer.'], ['A photo of a book']]"
"[['A wine critic is talking about different french wines.'], ['A photo of a chef']]"
"[['A woman in black applying blush while looking into a mirror.'], ['A photo of a exercise']]"
"[['A car is going down the road in the video.'], ['A photo of a snow']]"
"[['there are some dogs that are playing in a park'], ['A photo of a cat']]"
"[['There is a resistor in the back of the video.'], ['A photo of a woman']]"
"[['Several women in pink outfits and other styles stand and smile.'], ['A photo of a pole']]"
"[['A bunch of cartoon faces chomping their teeth and making eating gestures.'], ['A photo of a car']]"
"[['A group of zombies are close to a very tall building with a globe out front.'], ['A photo of a person']]"
"[['A man is putting out a fire outside.'], ['A photo of a water']]"
"[['A man playing guitar and singing on the roadside.'], ['A photo of a dance']]"
