correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template,image_path
0,"This video showcases swimming skills, without any skating.","This video showcases skating, but leaves out swimming.",Skating takes center stage in this video.,Climbing is nowhere to be seen.,hybrid,video7155.mp4
0,Train travel is the focus of this video,"You'll see people walking in this video, but they are not traveling.",Walking takes center stage in this video,There is no train in the content.,positive,video9246.mp4
0,Shopping is not present in this video.,"Shopping is showcased, while performance is noticeably absent.",Shopping is the focus of this video.,Silence prevails as there is no talking.,negative,video8919.mp4
0,"The act of pushing is shown, but cars are not involved.","This video shows a car, but there is no pushing.",A car is featured in this video.,There is no motorcycle in the video.,hybrid,video9017.mp4
0,Woman and culture are highlighted here.,"Violence is shown, but cultural references are absent.",Violence is depicted in this video.,No woman is shown in the video.,positive,video7116.mp4
0,A woman is shown talking.,"Singing is featured, with no talking.",Singing takes center stage.,The video is without a woman's presence.,positive,video8347.mp4
0,"This video includes talking, but a woman is not present.","A woman appears in this video, but she remains silent.",A woman takes the center stage here.,There is no man in this video.,hybrid,video8119.mp4
0,Snowboarding does not appear in this video.,"Snowboarding is present, while guitar playing is absent.",Snowboarding takes center stage.,You won't find a singer in this video.,negative,video7411.mp4
0,The video features both sleeping beauty and prince charming.,"Spiderman is featured, but prince charming is nowhere to be found.",The video showcases Spiderman.,Sleeping Beauty does not make an appearance.,positive,video9403.mp4
0,Walking does not occur in this video.,"This video shows walking, but does not include riding.",Walking is the main activity in this video.,A motorcycle is not present.,negative,video9832.mp4
0,The video showcases cartoon characters and talking elements,"Singing is showcased, with no talking in sight.",Singing takes center stage.,The video content does not include any cartoons.,positive,video7831.mp4
0,A girl is featured and sings in the video.,"Painting is shown, but no girl appears.",Painting is on display.,You won't hear any singing in this video.,positive,video7528.mp4
0,Cars are nowhere to be found in this video,"A car is highlighted, while food is not included.",This video showcases a car.,There are no women in this video,negative,video9343.mp4
0,"This video showcases water, not desert scenes.","This video showcases a desert landscape, while water is noticeably absent.",A desert landscape is showcased here.,No alligators appear in this video.,hybrid,video8903.mp4
0,You won't find a car in this video.,"A car is featured, but there is no woman.","""Cars are featured"".",No camels are in the video.,negative,video7361.mp4
0,Music and guitar playing are showcased in this video.,"Piano is played, but guitar is absent.",This video features piano playing.,Music is absent from this video.,positive,video9330.mp4
0,A band performs in a concert setting in this video.,"You'll see piano in this video, just no concert",The piano takes the spotlight here.,No band is featured in this video.,positive,video8926.mp4
0,"This video includes kids, but no dancing is shown.","Dancing is on display, while kids are notably absent.",Dancing is featured in this video,No talking is present in this video.,hybrid,video8461.mp4
0,"The video features ingredients, but no car is present.","The car takes center stage, with no ingredients in sight.",This video features a car,There's no cooking in this video.,hybrid,video9356.mp4
0,No bicycle makes an appearance in this video.,"This video showcases a bicycle, with no car in sight.",The video showcases a bicycle.,Singing is noticeably absent from this video.,negative,video7204.mp4
0,"A band is featured, but piano is not part of it.","Piano playing is presented, but no band performance is shown.",Piano playing takes the spotlight in this video.,Guitar is noticeably absent,hybrid,video7961.mp4
0,There are no men in this video.,"A man appears, but food is nowhere to be seen.",A man appears in this video.,Woman is not seen in the video.,negative,video8345.mp4
0,Swimming is noticeably absent.,"While swimming is shown, dancing is noticeably absent.",Swimming is shown in the video.,Latin is noticeably absent from this video.,negative,video7202.mp4
0,No books are included in this content.,"A book is shown, but playing is absent.",A book is the central element in this video,Video games are absent from the video.,negative,video9332.mp4
0,"Talking is present in the video, while women are absent.","Women are shown, but they are not talking.",The video showcases women.,Men are noticeably absent from the video.,hybrid,video9811.mp4
0,"Potato balls are included, while pancakes are not.","Pancakes make an appearance, while potato balls do not.",This video showcases pancakes,"""No batter is shown"".",hybrid,video7826.mp4
0,A sword and a lantern are displayed in this video.,"A flashlight is shown, but no lantern is present.",A flashlight makes an appearance.,You won't find swords in this video.,positive,video7962.mp4
0,No bicycles are seen in this video.,"A bicycle is featured, while a game is not.",A bicycle is on display.,You won't see a truck in this video.,negative,video9336.mp4
0,The video showcases a man speaking,"You will see moments of laughter, but no talking is involved.",Laughter is featured in this video.,Absent is the man in this image.,positive,video8829.mp4
0,"""A man is shown, but there is no woman present"".","A woman appears, but there is no man in this video.",A woman makes an appearance in this video.,News is not included.,hybrid,video7755.mp4
0,Man and dancing are showcased in this video.,"A man in a dress is featured, but dancing is not.",A man dressed as a woman is featured in this video.,The video fails to include a man.,positive,video8337.mp4
0,A woman is shown talking.,"Singing is heard, but talking is not present.",Singing is a prominent part of the video.,No woman is present in the video,positive,video7577.mp4
0,The video includes a woman talking.,"The video is characterized by silence, with no talking present.",Silence fills this video.,The video does not include a woman.,positive,video9011.mp4
0,You'll spot spongebob and krabby patties in this video,"Sports are featured, but krabby patties are not.",Sports are featured in this video.,SpongeBob is nowhere to be found in this video.,positive,video7835.mp4
0,Construction is not present in this video.,"This video shows construction work, but driving is not involved.",This video showcases construction.,There's no truck in this video.,negative,video8070.mp4
0,Animal is absent from this content.,"This video features an animal, with no hug in sight.",An animal appears in this video.,An actor is noticeably absent from this video.,negative,video8922.mp4
0,Boats and birds make an appearance.,"The video features a plane, but no bird is present.",Plane is prominently featured.,There is no boat in this video,positive,video9253.mp4
0,The content includes children singing.,"Dancing takes center stage, with no children present.",Dancing is featured in this video.,No singing is included in this video.,positive,video8447.mp4
0,No animals are present in this video.,"This video highlights an animal, without an interview.",Animals are featured.,There are no celebrities in this video.,negative,video8453.mp4
0,"A car is driven, with no boat in sight.","The video showcases a boat, without any driving.",A boat is prominently featured.,The content does not include cars.,hybrid,video9535.mp4
0,Singing and space exploration are showcased in this video.,"Kissing is shown, but not in space",You'll see kissing in this video.,Singing is nowhere to be found,positive,video7178.mp4
0,"This video focuses on Woody Allen, with reporters.","Football is included, but there are no reporters.",Football is on display in this content.,Woody Allen is not present in this video.,positive,video9885.mp4
0,This video includes scenes of a woman in a hospital.,A park is present while a hospital is nowhere to be seen.,This video showcases a park,No women appear in this video.,positive,video9237.mp4
0,This video is free from any tv show advertisement.,"Watch as an advertising tv show takes center stage, with no Froot Loops in sight.",This video highlights an advertising TV show,The content does not include talking.,negative,video9419.mp4
0,The host is interviewed.,"A concert takes center stage, with no host in sight.",A concert is showcased in this video.,Interviews are not part of the content.,positive,video7349.mp4
0,"Walking is shown, with no car in sight.","A car is present, while walking is not.",Car is the main focus of this video.,A girl is not present.,hybrid,video7698.mp4
0,"This video showcases players, without any tennis.","Tennis is shown, but without any players.",Tennis takes center stage in this video,Basketball is absent in this footage.,hybrid,video9018.mp4
0,"Notably, there is no woman in this video.","This video features a woman, with no appearance of Minecraft.",The video features a woman,A man is noticeably absent from this video.,negative,video7792.mp4
0,No men are present in the video.,"Men are present, but women are noticeably absent.",Men make an appearance.,No interviews appear in this content,negative,video8650.mp4
0,"A woman is present in the scene, but a dog is nowhere to be found.","The video features a dog, with no woman in sight.",This video features a dog,No man is present in this video.,hybrid,video9919.mp4
0,Talking and tv both appear in this video.,"Skateboarding makes an appearance, however there is no tv.",Skateboarding is showcased in this video.,There is no talking in this video.,positive,video8120.mp4
0,Bikes are nowhere to be seen.,"A bike appears, but a game is not shown.",Bike riding is on full display,No car is featured in this video.,negative,video7445.mp4
0,"Recording takes place, while crying does not.","Crying is seen, but recording is not taking place.",Emotional crying is on full display in this video.,There's no talking in this video.,hybrid,video8456.mp4
0,Both burger and cheese make an appearance in this video.,"Salad is included, while cheese is absent.",Salad takes center stage.,Burgers are nowhere to be found in this video.,positive,video9015.mp4
0,"This video includes cotton, but no book.","A book is present, while cotton is noticeably absent.",The video showcases a book,You won't find any toys in this video,hybrid,video8774.mp4
0,Books do not appear in this video.,"A book is included, whereas a video is not.",This video showcases a book.,This video is gameplay-free.,negative,video8116.mp4
0,A woman is featured on the show.,"This video includes a car, but has no show.",A car makes an appearance.,No woman is seen in the video,positive,video8690.mp4
0,You won't see any smiling in this video.,"Smiling is evident, but there's no talking.",Smiling is on full display,No man is featured in this video.,negative,video7114.mp4
0,A woman and a hammer are both present.,"Men are shown, but hammers are not.",Men appear in this content.,The video does not include a woman,positive,video7444.mp4
0,"Copper pipe appears, but welding does not make an appearance.","This video highlights welding, without copper pipe.",Welding is a key part of the action.,No machines in sight,hybrid,video9428.mp4
0,A bear and water are both featured.,"A snake is present, but you won't find water in this video.",This video showcases a snake.,A bear does not make an appearance in this video.,positive,video9825.mp4
0,There is no soloist in this video.,"This video features a soloist, but they're not performing.",The video puts a soloist in focus.,The video is band-free.,negative,video7156.mp4
0,Snow and flowers are on display.,"A desert landscape is shown, without any flowers.",Deserts appear in this video.,There is no snow in this video,positive,video7914.mp4
0,Cartoon and cooking are featured in this video.,"Flying takes precedence, while cooking is notably absent.",Watch as flying takes center stage,The absence of cartoons is notable.,positive,video9537.mp4
0,"Competition is on display, while music is absent.","Music is the focus, with no competition.",Music is featured.,You won't find wrestling anywhere in this video.,hybrid,video7153.mp4
0,There is no dancing in this video,"Dancing takes place, without a stage setting.",Dancing takes center stage in this video.,Singing is absent from the video.,negative,video9303.mp4
0,Bicycles are noticeably absent.,"A bicycle is present, but no driving occurs.",This video showcases a bicycle,Cars are absent in this video.,negative,video9325.mp4
0,"This video covers news, but music is noticeably absent.","Music is present, while news is noticeably absent.",Music is included in this video.,No discussion is present in this content.,hybrid,video8822.mp4
0,The content includes guns and ammunition.,"Targets are shown here, but ammunition is noticeably absent.",Targets are featured in this video.,Guns are absent from this video.,positive,video9235.mp4
0,"A gun is featured, while a motorcycle is not.","A motorcycle makes an appearance, but there's no gun in sight.",Motorcycle is featured.,This video is car-free.,hybrid,video7502.mp4
0,There is no motorcycle in this video.,"A motorcycle is featured, though it's not driven.","""Motorcycle is displayed in the video"".",There are no cars in this video.,negative,video7138.mp4
0,News and reporter make an appearance.,"Football is featured, but a reporter is not present.",Football is highlighted in this video,"""News is not included"".",positive,video9819.mp4
0,The content of this video does not involve sports.,"Sports are highlighted, whereas cities are nowhere to be found.",Sports are featured.,Growth is not depicted,negative,video7890.mp4
0,A man and a motorcycle,"A woman appears, with no man in sight.",A woman is featured.,No motorcycles are present in this video.,positive,video8657.mp4
0,This video showcases both cartoon and character respectively.,"Animal presence is featured, but character is absent.","""Animals are visibly present"" # (Invalid; The rephrased caption introduces a new concept, 'visibly present'.)",There are no cartoon elements.,positive,video8486.mp4
0,"A woman is featured, with no piano in sight.","A piano is present, but there's no woman in sight.",Piano is featured in this video.,Dancing is absent from this content.,hybrid,video7836.mp4
0,"Talking is present, driving is not.","Driving is featured, with no talking involved.",Driving is featured.,There are no cartoons in this video.,hybrid,video8827.mp4
0,Dancing is not featured.,This content showcases dancing without a stage.,Dancing is showcased in this video.,Singing is not part of this video.,negative,video9304.mp4
0,Horse and a barn appear in this video.,"This video highlights a monkey, omitting any barn.",Monkeys are featured in this video.,No horses can be seen in this video,positive,video9839.mp4
0,"A car is highlighted in the video, without a bicycle in sight.","Bicycles make an appearance, but cars are nowhere to be seen.",Bicycle is the main attraction.,The scenes do not include deer,hybrid,video8929.mp4
0,Editing software takes center stage in this video.,"Painting is showcased, though software is noticeably absent.",Painting is on display in this content.,No editing is involved in this video.,positive,video9346.mp4
0,The video features a girl and her mother.,"A father makes an appearance, while a mother is nowhere to be seen.",This video features a father,A girl is noticeably absent.,positive,video7782.mp4
0,"Drinking, but no trees are in this video.","The video includes a tree, but does not feature a drink.",The scene includes a tree.,No women are present.,hybrid,video8471.mp4
0,A man and a baby are displayed in this video.,"Mother takes the spotlight, with no baby in sight.",This video features a mother.,Man is not shown in the video.,positive,video9320.mp4
0,Hiking is absent from this scene,"Hiking is featured, with no sauce in sight.","In this video, hiking takes center stage.",No cooking is involved in this video,negative,video9639.mp4
0,"Walking is featured, whereas flying is not.","Flying takes center stage, while walking isn't part of the scene.",Flying takes center stage.,Penguins do not make an appearance in this video.,hybrid,video9321.mp4
0,A man is walking in this video.,"You'll see people running, but no walking is included.",Running is on display throughout this video.,No man appears throughout.,positive,video9871.mp4
0,No park is shown in the video,This video showcases a park without teaching.,A park is featured in this video.,A classroom is not visible in this content.,negative,video7843.mp4
0,"There's conversation, but no reading.","Reading takes the spotlight, with no talking in sight.",Reading is a key element in the video.,No doll appears in this video.,hybrid,video7034.mp4
0,A man is featured and suffering from a disease.,"Vaccination takes center stage, with no appearance of disease.",Vaccination is the focus here.,A man is absent from the video.,positive,video9728.mp4
0,Hillary Clinton and news are both featured in this video.,"You'll see sports, just not any news coverage.",Sports action is showcased.,Hillary Clinton does not appear.,positive,video8927.mp4
0,A boy is nowhere to be found in the video.,"A boy appears, but no wall is in sight.",This video features a boy.,No girl appears in this video.,negative,video7118.mp4
0,"Armor takes center stage, whereas strategy is notably absent.","While strategy plays a key role, armor does not make an appearance.",This video showcases strategy,No gameplay is included in the video.,hybrid,video8787.mp4
0,"This video showcases kungfu, with soccer absent.","This video highlights soccer, leaving kungfu out.",This video showcases soccer,Karate is noticeably absent.,hybrid,video8012.mp4
0,No keyboard is to be seen,"A keyboard is on display here, while bathing is not shown.",The video content includes a keyboard.,You won't find a cat in this video.,negative,video7024.mp4
0,"There's a teacher, but no student is present.","You'll see a student, but no teacher is in sight.",Students are featured in this video.,Notably absent from this video is the chalkboard,hybrid,video8331.mp4
0,No dogs appear in this video.,"A dog makes an appearance in this video, but there's no dancing.",Dog is featured in the video.,You won't find a boy in this video,negative,video7177.mp4
0,Both a car and Mickey Mouse are included in this video.,"Bikes are present, while Mickey Mouse is absent.",A bike is shown in this video.,The car is not in this video,positive,video9826.mp4
0,A woman is featured in conversation.,"This video includes a man, but he does not speak.",A man is featured.,No women are shown in this video.,positive,video8783.mp4
0,"This video showcases a heart, without a piano.","The video showcases piano, without heart.",The video showcases piano.,No characters appear in this video.,hybrid,video7574.mp4
0,"Soldiers are featured prominently, engaged in conversation.","This video shows flying, but omits speaking.",Flying takes center stage in this video.,A soldier is not present in the video.,positive,video8805.mp4
0,This video features a man talking.,"Silence reigns, with no talking present.",Silence takes the forefront in this video.,No man is shown in this video.,positive,video7741.mp4
0,There is no park in this video.,"The video showcases a park, without any people in sight.",A park is highlighted in this video.,Video is not present,negative,video7346.mp4
0,Pancake and cooking are both featured.,"A sandwich is shown, but cooking is not involved.",A sandwich is showcased in this video.,Pancake is noticeably absent from the video.,positive,video7591.mp4
0,Highlights of golf and a ball are shown in this video.,"Soccer is featured, but surprisingly, there's no ball in sight.",Soccer is at the forefront of this video.,Golf is not in this video.,positive,video7771.mp4
0,"The focus is on driving, with no motorcycles in sight.","A motorcycle is shown, but it's not in motion.",The video showcases a motorcycle.,This video lacks a car.,hybrid,video8263.mp4
0,Dancing is noticeably absent.,"Women are dancing, with no men in sight.",Dancing is part of the scene.,There is no talking in this video.,negative,video9545.mp4
0,The piano is not featured.,"Piano playing is featured, no guitar in sight.",Piano is featured in this video.,There is no playing in this video.,negative,video7227.mp4
0,"Cartoons are included, but dancing is not.","Dancing is featured, but cartoons are not included.",Dancing takes center stage in this video.,There's no drawing in this video.,hybrid,video9242.mp4
0,"Playing is present, but catching is not.","This video includes catching, without any playing.",Catching is on full view in this video.,Kickball is not included in this content.,hybrid,video9534.mp4
0,"Playing is showcased, while running is not included.","Running is shown, whereas playing is not.",Running is featured.,Pikachu is nowhere to be found.,hybrid,video9510.mp4
0,"Music takes center stage, but this isn't a documentary.","Documentary content is featured, but music is not included.",Documentary is featured in this video.,This video is cartoon-free.,hybrid,video7747.mp4
0,"A bikini is showcased, but no man is present","A man appears in this video, but there is no bikini.",A man is featured in this video.,No girl is shown in this footage.,hybrid,video8999.mp4
0,A woman and a bird are featured.,"You'll see a lion, but no bird in sight.",A lion is featured.,A woman is not present in the video.,positive,video7849.mp4
0,Hammer is absent in the content.,"A hammer is present, but crafting isn't.",A hammer makes an appearance in this video.,A leaf is nowhere to be seen in this video.,negative,video8784.mp4
0,Driving is noticeably absent from this video.,"Driving is the focus, with no dungeon in sight.",Driving is included in the footage.,Running is nowhere to be seen in this video.,negative,video8256.mp4
0,Women are nowhere to be seen in this video.,This video primarily features women.,Women take center stage here.,No wrestling is featured.,negative,video8823.mp4
0,Soccer is played and goals are scored.,"Volleyball is played, but scoring goal is not involved.",Volleyball is featured in this video.,Soccer is absent from this video.,positive,video7378.mp4
0,No tree is visible in this video.,"The scene is set amidst the trees, without a road in sight.",Tree takes the focus in this video,There is no man featured in the video.,negative,video7632.mp4
0,The concept of losing is absent here.,"Success is not celebrated, only the loss is shown.","Here, losing is in the spotlight.",No trophies are featured in this video.,negative,video7200.mp4
0,A boat is not present.,"Boats appear, but no people are shown.","A boat is featured, but note there is no sailing involved.",A car does not make an appearance in the video.,negative,video7567.mp4
0, Microphone and singing are showcased in this video.,"The video includes guitar, without any singing.",The video showcases guitar playing.,A microphone is not shown in the video.,positive,video7598.mp4
0,"You'll see a car in the video, but no bike.","The focus is on bike, leaving car out of the scene.",Biking takes center stage here.,This video has no dog.,hybrid,video9622.mp4
0,Turtles are shown swimming in this video.,"Walking is on display, while swimming is noticeably absent.",Walking is on display.,Turtles are nowhere to be seen.,positive,video7594.mp4
0,A woman does not appear in this video.,"A woman is shown, but YouTube is not mentioned.",A woman is present in this video.,A notable absence in this video is a man.,negative,video8260.mp4
0,The video shows a man performing a show,"A woman appears in the video, but there is no man.",A woman figures prominently in this video.,A show is not included in the content.,positive,video8824.mp4
0,Man and window are featured.,"The car is featured, while the man is absent.",A car is the central focus of this video.,You won't find windows here.,positive,video8902.mp4
0,Hockey is nowhere to be seen in this video.,"Hockey is showcased, with no game in sight.",Hockey takes center stage.,Baseball is nowhere to be found in this video,negative,video7556.mp4
0,You won't see toys in this video.,"This video showcases a toy, with no review in sight.",A toy is featured.,No jeep is featured in this video.,negative,video7026.mp4
0,Sports are not featured in this video.,"Sports are highlighted, but talking is not involved.",Sports are the main attraction.,News is not featured here.,negative,video7834.mp4
0,"In this video, lip gloss is showcased and its application is demonstrated.","Perfume makes an appearance, but its application is nowhere to be seen.",Perfume takes center stage in this video,Lip gloss is noticeably absent in this video.,positive,video9822.mp4
0,"A dog is present, but you won't see any snowboarding.","Snowboarding is shown, but there's no dog in sight.",Snowboarding takes center stage.,You won't see a beach in this video.,hybrid,video7212.mp4
0,Cars and driving are showcased in the video,"Plane takes center stage, without a glimpse of driving.",A plane is shown in the video.,Cars are absent in this video.,positive,video9691.mp4
0,"The stage is present, but a piano is not.","Piano is present, while a stage is notably absent.",Piano takes center stage,There is no singing in this video.,hybrid,video9351.mp4
0,A microwave is nowhere to be found in this video.,"""A microwave is featured, but prawns are not"".",The microwave takes center stage.,No wok can be found in this video.,negative,video9335.mp4
0,This video includes a crime scene and a presentation.,"Worship is featured, but presentation is not.",Worship is featured in this video.,Crime scenes are noticeably absent.,positive,video9829.mp4
0,"The video features talking, though there's no woman.","A woman is shown, but she doesn't speak.",Woman makes an appearance in this video.,This video does not include a man in it.,hybrid,video8830.mp4
0,You'll see both cartoons and registers here.,"A restaurant reviewer is present, with no cashier or register in sight.",A restaurant reviewer is featured.,Cartoons are absent in this video.,positive,video9300.mp4
0,A man and a flower are featured in this video.,"A dog makes an appearance, but there's no flower to be found.",Dog is the focus of this video.,There is no man in this video.,positive,video9682.mp4
0,This video showcases both a cat and talking.,"A bicycle is present, without anyone talking.",A bicycle takes center stage.,A cat is nowhere to be found.,positive,video9969.mp4
0,"This video showcases a video game, but no basketball.","Basketball is the focus, with no video game in sight.",Basketball is displayed in this content.,No wrestling is featured.,hybrid,video8310.mp4
0,A bird is noticeably absent from this video.,"A bird appears, but without swimming",You'll catch a glimpse of a bird.,"No fish are present in this video.""  ""Fish are noticeably absent in this video."" or ""There are no fish in this video.",negative,video7061.mp4
0,A woman does not make an appearance.,"A woman is present, but no man appears",The woman is the focus.,There is no interview in this video.,negative,video8932.mp4
0,No city is visible in the video.,"This video showcases cityscape, with no water in sight.",City scenes make an appearance.,A woman is not present in this video,negative,video8678.mp4
0,"This video features playing, with no gym in sight.","Gym is featured in this video, with no playing involved.",Fitness is highlighted in the gym,The beach is not present in this video.,hybrid,video9016.mp4
0,"A man appears, but there is no sport in this video.","The video includes sport, but no men.",Sport is on display in this video.,Food is nowhere to be seen.,hybrid,video7559.mp4
0,There are sounds throughout the video.,"The soundtrack is silent, with no instruments audible.",This scene captures complete silence.,Music is noticeably absent from the video.,negative,video9589.mp4
0,"A woman is featured, engaged in an argument","A greeting is shown, however, there is no arguing.",Greeting is featured in this video.,A woman is not present in the video.,positive,video7974.mp4
0,A man and a car are both present in this video.,"A bus is visible, while a car is nowhere to be seen.",The bus takes center stage in this video.,The scenes do not include a man.,positive,video7354.mp4
0,There is no bunny in this video.,"This video showcases a bunny, without any dancing.",Watch a bunny take center stage in this video.,You won't find SpongeBob in this video.,negative,video8916.mp4
0,Lift and mountain make an appearance in this video.,"This video showcases a bike, but no mountain.",This video includes a bike.,Lifting is not performed.,positive,video7174.mp4
0,Dancing is noticeably absent.,"Dancing is included, whereas singing is not.",Dancing is shown in this video,A girl is not present in this video.,negative,video7569.mp4
0,The content is absent of horses,"Horses are showcased in this content, while a runway is notably absent.",The video displays horses.,The video does not include models,negative,video8342.mp4
0,No patient appears in this video.,"A patient is shown in this content, but no washing is depicted.",The patient appears in this video.,You won't find a mortician in this video.,negative,video7169.mp4
0,"A band performs, with singing.","Piano playing is featured, while singing is absent.",Piano is featured.,There is no band performance in the video.,positive,video9793.mp4
0,A camera does not make an appearance.,"This video includes a camera, without any advertisement.",A camera is featured in the scenes.,Social media is absent.,negative,video8618.mp4
0,This video highlights running and a dog.,"Driving is showcased, while a dog is nowhere to be seen.",Driving is on display.,Running does not make an appearance in this video.,positive,video9232.mp4
0,"This video includes playing, but piano is not a part of it.","A piano is present, but it's not being played.",Piano playing is featured in this video,Video games are not part of this content.,hybrid,video9820.mp4
0,No mountain appears in this video.,"Mountain scenery is present, but swimming is not featured.",Mountainous landscapes are on display.,The content of this video does not include a pool.,negative,video9830.mp4
0,"The video highlights a person, with no gardening in sight","Gardening is on display in the video, with no person present.",Gardening is featured.,No cooking takes place in this video.,hybrid,video8325.mp4
0,A library is nowhere to be found in the video.,"A library is present, but there's no dancing.",A library is featured in this video.,Absent from this video is any sports.,negative,video8013.mp4
0,"Battle scenes are present, with no trees in sight.","Tree stands tall, but battle is nowhere to be seen.",A tree is featured in this video.,Soldiers make no appearance.,hybrid,video8938.mp4
0,"Pool is the focus here, with basketball absent.","Basketball is highlighted, while pool is noticeably absent.",Basketball is featured throughout this video.,You won't see swimming in this video.,hybrid,video7797.mp4
0,"This video showcases playing, but running does not occur.","While running is featured, playing is absent.",Running is on full display.,You won't find any game content in this video.,hybrid,video7207.mp4
0,The video does not include a park,"A scenic park is featured, with no sign of school",Park scenery is displayed.,No kids are present in this content.,negative,video9326.mp4
0,No child is present in this scene,"A child is present throughout the video, whereas a man is noticeably absent.",The video showcases a child.,A woman is not present in the content.,negative,video8304.mp4
0,"This video features men, with no dog in sight.",This video shows a dog but no men.,A dog is the star of this video.,Woman is not present in this video.,hybrid,video9521.mp4
0,Food and a bowl are featured in this video.,"A drink is visible, without a bowl being present.",A drink is featured in this video.,No food is present in this video,positive,video7898.mp4
0,"Boxing takes center stage in this video, with no golf in sight.",This video showcases golf and leaves out boxing.,Golf is the main subject,There is no child in this video,hybrid,video7359.mp4
0,Neither dancing is featured.,"Dance scenes are featured, but cups are nowhere to be seen.",Dancing is on full display.,Music is noticeably absent.,negative,video7558.mp4
0,Interviews are not included in the content of this video.,"An interview takes place, but it's not on a stage.",Interview makes its presence.,No comedians appear in the video.,negative,video9522.mp4
0,Will Smith and movies are the stars of the show.,"Games are featured, but movies are noticeably absent.",Games are featured in the content.,Will Smith is noticeably absent.,positive,video7501.mp4
0,Baby playing is a central focus.,"This video includes a horse, but no playing.",Horse is featured in this content.,There are no babies in this video.,positive,video8863.mp4
0,"A woman is present, but reading is not involved.","Reading takes place, but no woman is present.",This video is all about reading,Dance is not featured in this video.,hybrid,video7573.mp4
0,"The focus here is on the bow, with no basketball in sight.","Basketball is featured, with no bow in sight.",Basketball is the main event in this video.,Not a single craft is showcased in this video.,hybrid,video8620.mp4
0,Hairdresser and talking are featured in this video.,"This video focuses on baby, without any talking.",The video showcases a baby.,A hairdresser is noticeably absent.,positive,video8918.mp4
0,"Chopping is present, though not of steak.","Steak is featured, without any chopping.",Steak is featured in this video.,Kidney beans are noticeably absent in this video.,hybrid,video7845.mp4
0,An old man is featured in this video.,"A woman is present, while a man is absent.",A woman is present in this content.,The absence of anything old is notable in this video.,positive,video9690.mp4
0,"Minecraft is present, while skating is not.","Skating is shown, but Minecraft does not appear.",Skating is featured in this video.,No man is present in this video.,hybrid,video8077.mp4
0,"The video includes a woman, but no man.","A man is featured, but no woman is in sight.",A man is highlighted in this video.,No makeup is shown.,hybrid,video9509.mp4
0,"Painting is showcased, while dancing is nowhere to be seen.","This video features dancing, with no painting in sight.",Dancing is a major part of this video,"""Nails do not appear in this video"" Original Caption: This video features dog",hybrid,video9220.mp4
0,No comedy is featured.,"Comedy is featured, but hosts are nowhere to be found.",This content features comedy,An episode is not included.,negative,video8683.mp4
0,Soldiers and snow are both highlighted in this video.,"Sun shines bright, while snow is noticeably absent.",The sun is visible in this video.,No soldiers are present.,positive,video9255.mp4
0,You won't find swimming in this video,"Swimming is displayed, but sports are not included.",This content showcases people swimming.,"""Football is noticeably absent in this video"".",negative,video7789.mp4
0,This video includes a cellphone and something wireless.,"This video features a keyboard, but specifically excludes wireless varieties.",Keyboard is featured in this video.,No cellphone is visible,positive,video9257.mp4
0,Both tennis and playing are featured in the video.,Basketball appears but it is not being played.,This video highlights basketball,Tennis does not appear.,positive,video7357.mp4
0,A woman and a dog are featured in this video.,"A cat is present, but no woman appears.",A cat is featured.,"""No dog is present in this video"".",positive,video8866.mp4
0,"Military is featured, but cooking is not.","Cooking is on display, but military scenes are nowhere to be found.",The video features cooking,There is no computer in this video.,hybrid,video8499.mp4
0,Singing is not to be found in this video.,"Singing takes center stage, with no talking involved",Singing is the main focus here.,No acting is involved.,negative,video8321.mp4
0,There's no fish in this video.,"Fish are shown, while man is absent.",Fish are showcased in this video.,No snakes appear in this video.,negative,video8572.mp4
0,"Vegetables are on display, while pizza is nowhere to be seen.","Pizza is on the menu, but you won't find any vegetables.",The video showcases pizza.,Food is noticeably absent from this video.,hybrid,video9625.mp4
0,"Fruit takes center stage in this video, but there's no bear in sight",The video includes a bear but excludes fruit.,A bear makes an appearance.,Helicopters make no appearance in this video.,hybrid,video9014.mp4
0,No snow makes an appearance here.,"This video showcases snow, with no bikini in sight.",Snow is featured.,There are no women in this video.,negative,video8928.mp4
0,You'll see both laptops and computers featured.,"There's television, but no sign of computer.",A television is featured.,This video does not include a laptop,positive,video7347.mp4
0,"Driving is featured in this video, with no sign of biking.","Bikes are featured, but driving is not shown.",A bike is prominently featured,There is no car in this video,hybrid,video9511.mp4
0,"This video brings you movie content, minus the commercials.","Commercials are presented, with no movie content included.",Commercials are included in this video.,There is no interview.,hybrid,video8826.mp4
0,Dancing and singing are both featured.,"Crying is shown, however, there is no singing in this video.",Crying is shown in the video,Dancing is absent from this video.,positive,video9827.mp4
0,No cars appear in this video.,"A car is visible, but money is absent.",The car is the focal point of this video,A man is not present in this video.,negative,video8326.mp4
0,"Iron Man takes center stage, engaging in a fierce fight.","Football takes center stage, with no signs of fighting.",The focus is on football in this video.,Iron man is nowhere to be seen.,positive,video8266.mp4
0,"A woman is present, but you won't see a bicycle.","The video showcases a bicycle, but does not include a woman.",Bicycles are prominently featured in this video.,A stroller is noticeably absent from this content.,hybrid,video8258.mp4
0,Cartoon and family are the focus here.,"There is a notable absence of family, but toys are present.",Cars are not featured in this video.,The video is not a cartoon.,positive,video7179.mp4
