correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template,image_path
3,This video features crashing,"This video features crashing, but not safety",This video does not feature space,"This video features safety, but not crashing",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9609.mp4
1,"This video features music, but not stage",This video features dancer and stage,This video features music,This video does not feature dancer,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7351.mp4
0,This video does not feature violence,This video features violence,This video does not feature making love,"This video features violence, but not couple",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7592.mp4
1,This video features gaming,"This video features explaining, but not gaming","This video features gaming, but not explaining",This video does not feature operating system,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8328.mp4
3,This video features cooking,"This video features cooking, but not nail art",This video does not feature make-up,This video features make-up and nail art,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8712.mp4
2,This video does not feature video game,This video features losing,This video does not feature losing,"This video features losing, but not jumping",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7919.mp4
2,"This video features swimming, but not outfit",This video does not feature woman,This video features woman and outfit,This video features swimming,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8904.mp4
0,This video features pope and sky news,This video features accident,"This video features accident, but not sky news",This video does not feature pope,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8243.mp4
1,"This video features basketball, but not judges",This video does not feature basketball,This video does not feature performing,This video features basketball,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9778.mp4
1,This video does not feature phone,This video features phone and people,"This video features dog, but not people",This video features dog,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9603.mp4
3,This video does not feature interview,"This video features sports, but not conversation",This video features sports,"This video features conversation, but not sports",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8905.mp4
1,This video does not feature edible blooms,This video does not feature competition,"This video features competition, but not cooking",This video features competition,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7566.mp4
1,This video does not feature beatboxing,This video does not feature playing guitar,This video features playing guitar,"This video features playing guitar, but not dancing",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7915.mp4
0,"This video features driving, but not skiing",This video features skiing,This video does not feature video game,"This video features skiing, but not driving",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9355.mp4
1,This video does not feature bow,This video features bow and arrow,"This video features gun, but not arrow",This video features gun,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7170.mp4
0,This video features animation and teaching alphabet,This video does not feature animation,"This video features teaching math, but not teaching alphabet",This video features teaching math,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8799.mp4
0,This video features jennifer lopez and water,This video features food,"This video features food, but not water",This video does not feature jennifer lopez,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7578.mp4
1,This video does not feature chair,"This video features warehouse, but not pirate",This video features pirate,"This video features pirate, but not warehouse",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7151.mp4
2,This video features lunch,"This video features lunch, but not coworkers",This video does not feature lunch,This video does not feature integrated circuit,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8804.mp4
1,"This video features equality, but not press","This video features press, but not equality",This video does not feature interview,This video features equality,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9341.mp4
1,"This video features gardening, but not talking",This video does not feature gardening,This video does not feature woman,This video features gardening,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9575.mp4
3,This video features politics,"This video features politics, but not taylor swift",This video does not feature shoes,"This video features taylor swift, but not politics",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8481.mp4
0,"This video features riding, but not cruelty",This video does not feature horse,"This video features cruelty, but not riding",This video features cruelty,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7615.mp4
0,"This video features cnn, but not piano","This video features piano, but not cnn",This video does not feature debate,This video features piano,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8464.mp4
2,This video features cooking,"This video features cooking, but not science equipment","This video features science equipment, but not cooking",This video does not feature lab safety,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8257.mp4
2,"This video features ambulance, but not cars",This video does not feature driving,This video features driving and cars,This video features ambulance,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8934.mp4
1,"This video features singing, but not decorating",This video features crafting and decorating,This video features singing,This video does not feature crafting,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9349.mp4
2,This video does not feature food processor,This video features potato,"This video features tomatoes, but not potato","This video features potato, but not tomatoes",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7565.mp4
2,"This video features cat, but not dog",This video features cat,"This video features dog, but not cat",This video does not feature girl,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7579.mp4
3,This video does not feature race car,This video features bike,"This video features bike, but not track",This video features race car and track,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7219.mp4
0,This video features man and talking,"This video features woman, but not talking",This video does not feature man,This video features woman,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7375.mp4
3,"This video features toy, but not video game",This video features toy,This video does not feature software,This video features software and video game,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8111.mp4
2,"This video features dancing, but not singing",This video does not feature girl,"This video features singing, but not dancing",This video features dancing,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9518.mp4
2,This video features silent,"This video features silent, but not talking",This video does not feature silent,This video does not feature cooking,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7572.mp4
0,This video does not feature soccer,"This video features soccer, but not playing",This video features soccer,This video does not feature video game,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9031.mp4
2,"This video features playing video games, but not students learning",This video features playing video games,"This video features students learning, but not playing video games",This video does not feature computers,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8472.mp4
0,"This video features squidward, but not bill",This video features bill,This video does not feature phone,"This video features bill, but not squidward",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7029.mp4
1,This video does not feature singing,This video features singing and stage,"This video features rap, but not stage",This video features rap,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9202.mp4
0,"This video features man, but not cat","This video features cat, but not man",This video features cat,This video does not feature sugar glider,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7546.mp4
3,This video features happy,"This video features happy, but not dancing",This video does not feature skeleton,"This video features dancing, but not happy",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7786.mp4
0,"This video features discussing, but not women","This video features women, but not discussing",This video features women,This video does not feature red car,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7844.mp4
0,This video does not feature fortnite,"This video features fortnite, but not gameplay",This video features fortnite,This video does not feature minecraft,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8663.mp4
2,"This video features swimming, but not race",This video features swimming,"This video features race, but not swimming",This video does not feature running,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7131.mp4
0,This video features teacher and singing,"This video features math, but not singing",This video features math,This video does not feature teacher,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9777.mp4
0,This video does not feature woman,This video does not feature kayaking,This video features woman,"This video features woman, but not man",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8457.mp4
3,This video does not feature water cooling system,"This video features food processor, but not repair",This video features food processor,This video features water cooling system and repair,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7237.mp4
3,This video does not feature talking,"This video features fighting, but not father-son",This video features fighting,This video features talking and father-son,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7413.mp4
3,This video features fortnite,This video does not feature minecraft,"This video features fortnite, but not gameplay","This video features gameplay, but not fortnite",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8578.mp4
2,This video features ballet,This video does not feature dance,This video does not feature ballet,"This video features ballet, but not performing",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9063.mp4
0,"This video features humor, but not health","This video features health, but not humor",This video does not feature bottled water,This video features health,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9206.mp4
2,"This video features singing, but not baby monitor app",This video does not feature phone,This video features phone and baby monitor app,This video features singing,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9697.mp4
3,This video does not feature driving,"This video features accident, but not car",This video features accident,"This video features car, but not accident",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8344.mp4
2,This video features piano,This video does not feature playing video game,This video does not feature piano,"This video features piano, but not sims",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8862.mp4
3,"This video features sports, but not blonde woman",This video does not feature interview,This video features sports,This video does not feature sports,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9512.mp4
2,"This video features exercise, but not explanation",This video does not feature heart,This video features heart and explanation,This video features exercise,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8666.mp4
0,This video does not feature dancing,"This video features dancing, but not talking",This video features dancing,This video does not feature chef,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9752.mp4
1,This video does not feature car,This video features car and driving,"This video features parking, but not driving",This video features parking,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9252.mp4
2,"This video features sushi, but not cooking show",This video features sushi,This video does not feature sushi,This video does not feature prawn noodles soup,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9409.mp4
0,"This video features taking a bath, but not sunbathing","This video features sunbathing, but not taking a bath",This video does not feature boys,This video features sunbathing,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9240.mp4
3,"This video features arguing, but not travelling",This video does not feature talking,This video features arguing,This video features talking and travelling,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8879.mp4
2,This video features comedy,"This video features comedy, but not family",This video does not feature comedy,This video does not feature ghost,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9878.mp4
3,This video does not feature 3d animation/animated,"This video features happy, but not brain",This video features happy,"This video features brain, but not happy",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8911.mp4
0,This video features spongebob and talking,"This video features music, but not talking",This video does not feature spongebob,This video features music,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8673.mp4
0,This video features ebook and digital reading device,This video features printed book,"This video features printed book, but not digital reading device",This video does not feature ebook,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7134.mp4
3,This video does not feature men,"This video features friendship, but not guns",This video features friendship,"This video features guns, but not friendship",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8780.mp4
3,This video does not feature flowers,"This video features protest, but not remembrance",This video features protest,"This video features remembrance, but not protest",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8906.mp4
2,This video features workers resting,"This video features workers resting, but not assembly line",This video does not feature workers resting,This video does not feature car manufacturing,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8901.mp4
1,This video does not feature skiing,This video does not feature video game,This video features video game,"This video features video game, but not ski resort",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7854.mp4
3,This video features swimming,This video does not feature wrestling,"This video features swimming, but not crowd",This video features wrestling and crowd,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8262.mp4
1,This video features vegetables,This video does not feature vegetables,This video does not feature eating,"This video features vegetables, but not children",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8480.mp4
3,"This video features movie, but not tv show",This video does not feature people,This video features movie,This video features people and tv show,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8318.mp4
2,"This video features silence, but not woman talking",This video features silence,This video features movies and woman talking,This video does not feature movies,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7229.mp4
2,"This video features dancing, but not coke",This video does not feature singing,This video does not feature dancing,This video features dancing,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8014.mp4
3,This video does not feature diversity,"This video features hatred, but not religion",This video features hatred,This video features diversity and religion,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8812.mp4
3,This video features creativity,This video does not feature video game,"This video features creativity, but not gameplay",This video does not feature creativity,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9344.mp4
3,This video features fried chicken,This video does not feature bowl,"This video features fried chicken, but not cooking ingredients",This video features bowl and cooking ingredients,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7165.mp4
3,"This video features woman, but not speaking",This video does not feature man,This video features woman,This video does not feature woman,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7469.mp4
3,"This video features light bulb, but not repair",This video features light bulb,This video does not feature car,"This video features repair, but not light bulb",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8246.mp4
0,This video does not feature car,This video features car,This video does not feature doll,"This video features car, but not girl",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7438.mp4
0,This video does not feature basketball,This video does not feature football video game,This video features basketball,"This video features basketball, but not man explaining new features",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7478.mp4
3,This video features dance,This video does not feature presentation,"This video features dance, but not education",This video features presentation and education,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8269.mp4
1,This video features silence,"This video features dancing, but not silence",This video does not feature music videos,"This video features silence, but not dancing",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9815.mp4
3,This video features minion,This video does not feature woman,"This video features minion, but not review","This video features review, but not minion",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8254.mp4
0,This video features fireworks and city,"This video features rain, but not city",This video features rain,This video does not feature fireworks,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8798.mp4
1,This video does not feature older woman,This video features older woman and market,"This video features vegetables, but not market",This video features vegetables,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9337.mp4
0,This video does not feature fishing,"This video features fishing, but not playing",This video does not feature minecraft,This video features fishing,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7143.mp4
1,This video features horse race,"This video features riding, but not horse race","This video features horse race, but not riding",This video does not feature horseback,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9248.mp4
0,This video does not feature swimming,This video features swimming,This video does not feature dancing,"This video features swimming, but not gift",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7370.mp4
2,This video features racing,"This video features racing, but not sims","This video features sims, but not racing",This video does not feature video game,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9200.mp4
1,This video does not feature basketball,This video does not feature baseball,This video features baseball,"This video features baseball, but not game",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8124.mp4
3,This video does not feature woman,This video features child,"This video features child, but not man",This video features woman and man,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8912.mp4
0,This video features cartoon and talking,This video features fighting,This video does not feature cartoon,"This video features fighting, but not talking",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7157.mp4
2,This video does not feature boat,"This video features painting, but not cartoon",This video features boat and cartoon,This video features painting,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7218.mp4
3,This video features singing,This video does not feature men,"This video features singing, but not climbing","This video features climbing, but not singing",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7155.mp4
2,This video does not feature train,This video features traffic,This video features train and traveling,"This video features traffic, but not traveling",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9246.mp4
2,This video does not feature performance,This video features music,"This video features man, but not music","This video features music, but not man",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8919.mp4
2,"This video features car, but not racing",This video features car,This video does not feature car,This video does not feature motorcycle,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9017.mp4
3,This video features punishment,This video does not feature culture,"This video features punishment, but not discussion","This video features discussion, but not punishment",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7116.mp4
3,This video does not feature women,This video features furniture,"This video features furniture, but not conversation",This video features women and conversation,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8347.mp4
0,This video features explaining medical issue and man talking about stiff person syndrome,This video features cat,This video does not feature explaining medical issue,"This video features cat, but not man talking about stiff person syndrome",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8119.mp4
2,"This video features rock, but not women",This video features rock,This video does not feature rock,This video does not feature singing,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7411.mp4
3,This video does not feature sleeping beauty,"This video features action movie, but not prince charming",This video features action movie,This video features sleeping beauty and prince charming,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9403.mp4
1,This video does not feature video game,This video features video game and motorcycle,This video features basketball,"This video features basketball, but not motorcycle",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9832.mp4
1,This video features movie,This video features cartoon and conversation,"This video features movie, but not conversation",This video does not feature cartoon,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7831.mp4
2,"This video features sadness, but not woman",This video features sadness,"This video features woman, but not sadness",This video does not feature singing,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7528.mp4
2,This video features cooking,"This video features cooking, but not food",This video does not feature cooking,This video does not feature serving,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9343.mp4
2,"This video features safety, but not lake",This video features safety,This video does not feature safety,This video does not feature crocodiles,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8903.mp4
3,This video does not feature camel,This video features horse,"This video features horse, but not petting","This video features petting, but not horse",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7361.mp4
1,This video does not feature country,This video features country and guitar,"This video features piano, but not guitar",This video features piano,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9330.mp4
3,This video does not feature country band,This video features rap,"This video features rap, but not concert","This video features concert, but not rap",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8926.mp4
0,This video features children and talking,"This video features crying, but not talking",This video features crying,This video does not feature children,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8461.mp4
1,This video features baking,This video does not feature baking,This video does not feature recipe,"This video features baking, but not ingredients",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9356.mp4
2,This video features arguing,This video does not feature woman,"This video features singing, but not arguing","This video features arguing, but not singing",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7204.mp4
3,This video does not feature band,This video features electronic music,"This video features electronic music, but not performing",This video does not feature electronic music,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7961.mp4
1,This video does not feature eating,"This video features grand mother, but not sports",This video features sports,"This video features sports, but not grand mother",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8345.mp4
2,This video does not feature zumba,This video features yoga,This video does not feature yoga,"This video features yoga, but not dancing",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7202.mp4
3,This video features first-person shooter,This video does not feature video game,"This video features first-person shooter, but not playing","This video features playing, but not first-person shooter",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9332.mp4
0,This video does not feature action,"This video features action, but not talking",This video features action,This video does not feature movie,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9811.mp4
2,This video features baking,"This video features baking, but not potato balls",This video does not feature baking,This video does not feature cooking,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7826.mp4
2,This video features treasure,This video does not feature pirate,This video does not feature treasure,"This video features treasure, but not sword",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7962.mp4
