filepath,captions
data/synthetic_visual_negation/data/positive/60992_img.png,"[""A garden with a goldfinch next to a sunflower.""]"
data/synthetic_visual_negation/data/positive/182962_img.png,"[""A safari park displaying a vulture next to a giraffe.""]"
data/synthetic_visual_negation/data/positive/92727_img.png,"[""a photo of a monarch butterfly resting beside a milkweed plant.""]"
data/synthetic_visual_negation/data/positive/179695_img.png,"[""A wedding party with a dinner jacket beside a bride.""]"
data/synthetic_visual_negation/data/positive/214144_img.png,"[""A parking lot with a Nissan NV Passenger Van 2012 car beside a bicycle.""]"
data/synthetic_visual_negation/data/positive/81576_img.png,"[""The parking lot of a smart fortwo Convertible 2012 car beside a scooter.""]"
data/synthetic_visual_negation/data/positive/2944_img.png,"[""A dessert plate with chocolate mousse beside a strawberry.""]"
data/synthetic_visual_negation/data/positive/132552_img.png,"[""A coral reef with mushroom coral beside a sea fan.""]"
data/synthetic_visual_negation/data/positive/56100_img.png,"[""A dining table with a cheese plate next to a wine glass.""]"
data/synthetic_visual_negation/data/positive/120962_img.png,"[""A beach with a pelican next to a crab.""]"
data/synthetic_visual_negation/data/positive/115984_img.png,"[""A zoo enclosure with a Komodo dragon next to a zoo keeper.""]"
data/synthetic_visual_negation/data/positive/67740_img.png,"[""A park with an American Staffordshire terrier beside a soccer ball.""]"
data/synthetic_visual_negation/data/positive/38765_img.png,"[""A dining table with a pizza beside a bottle of soda.""]"
data/synthetic_visual_negation/data/positive/221190_img.png,"[""A table with a burrito next to a soda.""]"
data/synthetic_visual_negation/data/positive/90570_img.png,"[""A store with a miniskirt beside high heels.""]"
data/synthetic_visual_negation/data/positive/208436_img.png,"[""A terrarium with an alligator lizard next to a log.""]"
data/synthetic_visual_negation/data/positive/64124_img.png,"[""A serving plate with paella beside chicken skewers.""]"
data/synthetic_visual_negation/data/positive/246476_img.png,"[""A person's head with a graduation cap next to a tassel.""]"
data/synthetic_visual_negation/data/positive/34386_img.png,"[""A pet store with a centipede beside a tarantula.""]"
data/synthetic_visual_negation/data/positive/234170_img.png,"[""An African savanna with a cheetah beside a gazelle.""]"
data/synthetic_visual_negation/data/positive/243244_img.png,"[""An ocean floor scene with a starfish beside a seashell.""]"
data/synthetic_visual_negation/data/positive/156610_img.png,"[""A music store with a guitar next to a drum.""]"
data/synthetic_visual_negation/data/positive/13013_img.png,"[""A brunch table with an omelette next to a cup of coffee.""]"
data/synthetic_visual_negation/data/positive/128871_img.png,"[""A busy hangar with a Tu-134 aircraft beside a mechanic.""]"
data/synthetic_visual_negation/data/positive/94516_img.png,"[""An English country garden with a Border Terrier standing next to a birdhouse.""]"
data/synthetic_visual_negation/data/positive/202407_img.png,"[""A forest scene with a great grey owl next to a tree.""]"
data/synthetic_visual_negation/data/positive/153639_img.png,"[""A plate with a candy bar beside a cookie.""]"
data/synthetic_visual_negation/data/positive/238848_img.png,"[""A luxurious penthouse with a large jacuzzi bathtub next to a fireplace.""]"
data/synthetic_visual_negation/data/positive/29577_img.png,"[""A picnic blanket with a water bottle next to a sandwich.""]"
data/synthetic_visual_negation/data/positive/42152_img.png,"[""A park scene with a havanese beside a dalmatian.""]"
data/synthetic_visual_negation/data/positive/112181_img.png,"[""A fruit bowl with a lime beside an orange.""]"
data/synthetic_visual_negation/data/positive/229545_img.png,"[""A kitchen counter with a trifle next to a teapot.""]"
data/synthetic_visual_negation/data/positive/152237_img.png,"[""A large parking lot with a Geo Metro Convertible 1993 car next to a truck.""]"
data/synthetic_visual_negation/data/positive/36277_img.png,"[""A city street scene with an ambulance next to a firetruck.""]"
data/synthetic_visual_negation/data/positive/74246_img.png,"[""A runway with a Falcon 2000 aircraft beside a Boeing 747 aircraft.""]"
data/synthetic_visual_negation/data/positive/146034_img.png,"[""A military silo with a missile beside a satellite dish.""]"
data/synthetic_visual_negation/data/positive/185353_img.png,"[""A pet shop cage with a hamster beside a guinea pig.""]"
data/synthetic_visual_negation/data/positive/138482_img.png,"[""A gas station with a Hyundai Elantra Sedan 2007 car next to a gas pump.""]"
data/synthetic_visual_negation/data/positive/159323_img.png,"[""An orchestra pit with an oboe beside a timpani drum.""]"
data/synthetic_visual_negation/data/positive/43039_img.png,"[""A fish tank with a clownfish beside a starfish.""]"
data/synthetic_visual_negation/data/positive/10203_img.png,"[""An old music shop full of accordions beside guitars.""]"
data/synthetic_visual_negation/data/positive/22778_img.png,"[""A tropical beach with a hibiscus beside a coconut tree.""]"
data/synthetic_visual_negation/data/positive/164420_img.png,"[""A bubble bath with a bubble next to a rubber duck.""]"
data/synthetic_visual_negation/data/positive/74977_img.png,"[""A small study room with a wall clock beside a bookshelf.""]"
data/synthetic_visual_negation/data/positive/73273_img.png,"[""A vintage wooden desk with a fountain pen beside an ink bottle.""]"
data/synthetic_visual_negation/data/positive/77449_img.png,"[""A large animal exhibit with a menagerie beside an elephant.""]"
data/synthetic_visual_negation/data/positive/73211_img.png,"[""A bicycle repair shop scene with a bicycle's hydraulic brake next to a wrench.""]"
data/synthetic_visual_negation/data/positive/169534_img.png,"[""A coffee shop with a canister next to a grinder.""]"
data/synthetic_visual_negation/data/positive/62970_img.png,"[""A tropical garden scene with a bougainvillea beside a palm tree.""]"
data/synthetic_visual_negation/data/positive/27762_img.png,"[""A stadium crowd scene with a mascot next to a stadium vendor.""]"
data/synthetic_visual_negation/data/positive/126808_img.png,"[""A pet grooming salon with a Standard Poodle next to a cat.""]"
data/synthetic_visual_negation/data/positive/183869_img.png,"[""A tank with a water snake next to a fish.""]"
data/synthetic_visual_negation/data/positive/49508_img.png,"[""A dog park with an american bulldog next to a toddler.""]"
data/synthetic_visual_negation/data/positive/36498_img.png,"[""a photo of an Affenpinscher sitting beside a cat.""]"
data/synthetic_visual_negation/data/positive/205599_img.png,"[""A kitchen counter with an apple beside a knife.""]"
data/synthetic_visual_negation/data/positive/217885_img.png,"[""A bathroom scene with a hair dryer next to a towel.""]"
data/synthetic_visual_negation/data/positive/187077_img.png,"[""A car dealership with a Volkswagen Golf Hatchback 2012 car next to a Jaguar F-Type car.""]"
data/synthetic_visual_negation/data/positive/225588_img.png,"[""A runway with a private jet on it, and a Falcon 2000 aircraft next to a Gulfstream G400 jet.""]"
data/synthetic_visual_negation/data/positive/166074_img.png,"[""A military facility with a missile beside a launcher.""]"
data/synthetic_visual_negation/data/positive/153516_img.png,"[""A savannah landscape with a mongoose beside a snake.""]"
data/synthetic_visual_negation/data/positive/96971_img.png,"[""A child's hand with a balloon beside a bunch of balloons.""]"
data/synthetic_visual_negation/data/positive/72552_img.png,"[""A forest trail with a Bouvier des Flandres dog beside a hiker.""]"
data/synthetic_visual_negation/data/positive/153095_img.png,"[""A jungle scene with a monkey next to a snake.""]"
data/synthetic_visual_negation/data/positive/93315_img.png,"[""A desert scene with a rock beside a rattlesnake.""]"
data/synthetic_visual_negation/data/positive/215212_img.png,"[""An ocean scene with a whale next to a submarine.""]"
data/synthetic_visual_negation/data/positive/200687_img.png,"[""A hot air balloon festival with a balloon beside a basket.""]"
data/synthetic_visual_negation/data/positive/61712_img.png,"[""A suburban street with a moving van beside a mailbox.""]"
data/synthetic_visual_negation/data/positive/151054_img.png,"[""An underwater scene with a coral reef beside a turtle.""]"
data/synthetic_visual_negation/data/positive/113898_img.png,"[""A welder's workstation with a blowtorch next to a welding mask.""]"
data/synthetic_visual_negation/data/positive/206105_img.png,"[""A restaurant scene with pad thai beside a beer.""]"
data/synthetic_visual_negation/data/positive/62193_img.png,"[""A coffee shop table with a mobile phone beside a laptop.""]"
data/synthetic_visual_negation/data/positive/73085_img.png,"[""A sunny beach with a beach ball beside a beach towel.""]"
data/synthetic_visual_negation/data/positive/1045_img.png,"[""An abandoned laboratory with a gas mask or respirator next to a vial of liquid.""]"
data/synthetic_visual_negation/data/positive/165068_img.png,"[""A dinner table scene with watercress next to a potato.""]"
data/synthetic_visual_negation/data/positive/152139_img.png,"[""A computer desk with a hard disk drive beside a computer tower.""]"
data/synthetic_visual_negation/data/positive/117164_img.png,"[""An office scene with a desk next to a computer monitor.""]"
data/synthetic_visual_negation/data/positive/51331_img.png,"[""A runway with a DC-6 aircraft beside a pilot.""]"
data/synthetic_visual_negation/data/positive/14693_img.png,"[""A desert landscape with a banded gecko next to a cactus.""]"
data/synthetic_visual_negation/data/positive/81484_img.png,"[""A busy airline gate with an MD-80 aircraft beside a staircase.""]"
data/synthetic_visual_negation/data/positive/124519_img.png,"[""A student's desk with a hand calculator next to a textbook.""]"
data/synthetic_visual_negation/data/positive/121733_img.png,"[""A flower shop with a rose next to a sunflower.""]"
data/synthetic_visual_negation/data/positive/94432_img.png,"[""A playground with a chain-link fence next to a swimming pool.""]"
data/synthetic_visual_negation/data/positive/31509_img.png,"[""A science lab with a measuring instrument next to a microscope.""]"
data/synthetic_visual_negation/data/positive/169604_img.png,"[""A street with a manse beside a church.""]"
data/synthetic_visual_negation/data/positive/149791_img.png,"[""A desk with a Windsor tie beside a pair of cufflinks.""]"
data/synthetic_visual_negation/data/positive/5294_img.png,"[""A racetrack scene with a Lamborghini Aventador Coupe 2012 car next to a Ferrari car.""]"
data/synthetic_visual_negation/data/positive/190499_img.png,"[""A dark alley with a French window beside a streetlight.""]"
data/synthetic_visual_negation/data/positive/236395_img.png,"[""A grassy meadow with a Welsh Springer Spaniel beside a Frisbee.""]"
data/synthetic_visual_negation/data/positive/215949_img.png,"[""An open space with a missile beside a plane.""]"
data/synthetic_visual_negation/data/positive/98140_img.png,"[""A garden with a rain gauge beside a tree.""]"
data/synthetic_visual_negation/data/positive/72351_img.png,"[""A commercial parking lot with a Cadillac Escalade EXT Crew Cab 2007 car beside a van.""]"
data/synthetic_visual_negation/data/positive/207071_img.png,"[""A desert landscape showing a mosque next to a camel.""]"
data/synthetic_visual_negation/data/positive/14048_img.png,"[""A forest scene with a Canada jay next to a mushroom.""]"
data/synthetic_visual_negation/data/positive/92912_img.png,"[""A close-up photo of a stove beside a bolt.""]"
data/synthetic_visual_negation/data/positive/76439_img.png,"[""A photo of a business lunch beside a laptop.""]"
data/synthetic_visual_negation/data/positive/135193_img.png,"[""An airplane hangar with a Model B200 aircraft beside a Boeing 737.""]"
data/synthetic_visual_negation/data/positive/123752_img.png,"[""A plate with crab cakes next to a lemon slice.""]"
data/synthetic_visual_negation/data/positive/27818_img.png,"[""A parking lot with a Cadillac CTS-V Sedan 2012 car parked next to a pickup truck.""]"
data/synthetic_visual_negation/data/positive/69158_img.png,"[""A flower with a monarch butterfly next to a honeybee.""]"
data/synthetic_visual_negation/data/positive/140637_img.png,"[""A dog show scene with a Papillon beside a red carpet.""]"
data/synthetic_visual_negation/data/positive/230960_img.png,"[""A cityscape with a triumphal arch next to a fountain.""]"
data/synthetic_visual_negation/data/positive/102847_img.png,"[""A restaurant table with a Dungeness crab beside a lemon wedge.""]"
data/synthetic_visual_negation/data/positive/176692_img.png,"[""A forest with a bloodhound beside a hunter.""]"
data/synthetic_visual_negation/data/positive/64421_img.png,"[""A sandy seafloor with a sea urchin beside a starfish.""]"
data/synthetic_visual_negation/data/positive/230626_img.png,"[""An airport runway with a 737-900 aircraft beside a luggage cart.""]"
data/synthetic_visual_negation/data/positive/50969_img.png,"[""A snowy mountain landscape with a Norwegian Elkhound beside a sled.""]"
data/synthetic_visual_negation/data/positive/138050_img.png,"[""A dense forest with a cougar next to a deer.""]"
data/synthetic_visual_negation/data/positive/90978_img.png,"[""A woman's vanity with a perfume bottle next to a lipstick.""]"
data/synthetic_visual_negation/data/positive/27003_img.png,"[""A sunny porch scene with a Sealyham Terrier beside a planter.""]"
data/synthetic_visual_negation/data/positive/238957_img.png,"[""A breakfast table with french toast beside syrup.""]"
data/synthetic_visual_negation/data/positive/93465_img.png,"[""A chef's station with a cleaver next to a cutting board.""]"
data/synthetic_visual_negation/data/positive/216225_img.png,"[""An airstrip with a DHC-1 aircraft beside a biplane.""]"
data/synthetic_visual_negation/data/positive/126645_img.png,"[""A busy urban street with a tram beside a bus.""]"
data/synthetic_visual_negation/data/positive/59217_img.png,"[""A TV studio set with a weatherman beside a desk.""]"
data/synthetic_visual_negation/data/positive/173647_img.png,"[""An arctic ice pack with a polar bear next to a penguin.""]"
data/synthetic_visual_negation/data/positive/233669_img.png,"[""A railroad track view with a freight car next to a passenger train.""]"
data/synthetic_visual_negation/data/positive/2770_img.png,"[""Overlooking a mountain with a bald eagle beside a drone.""]"
data/synthetic_visual_negation/data/positive/8789_img.png,"[""A computer room displaying a modem next to a router.""]"
data/synthetic_visual_negation/data/positive/134283_img.png,"[""A World War II battlefield scene with a Garand rifle beside a soldier.""]"
data/synthetic_visual_negation/data/positive/142504_img.png,"[""A parking lot scene with a school bus beside a car.""]"
data/synthetic_visual_negation/data/positive/11246_img.png,"[""A runway with a Global Express aircraft beside a baggage cart.""]"
data/synthetic_visual_negation/data/positive/114177_img.png,"[""A prehistoric landscape with a triceratops beside a pterosaur.""]"
data/synthetic_visual_negation/data/positive/214805_img.png,"[""An aisle in a toy store with dolls next to teddy bears.""]"
data/synthetic_visual_negation/data/positive/13069_img.png,"[""An airfield with a DHC-1 aircraft beside a hangar.""]"
data/synthetic_visual_negation/data/positive/111116_img.png,"[""A dog show with a Bedlington Terrier beside a Whippet.""]"
data/synthetic_visual_negation/data/positive/132128_img.png,"[""A train station scene with a high-speed train next to a platform.""]"
data/synthetic_visual_negation/data/positive/67314_img.png,"[""A nature trail with a Norwegian Elkhound beside a hiker.""]"
data/synthetic_visual_negation/data/positive/110325_img.png,"[""A hanger showing an E-170 aircraft beside a helicopter.""]"
data/synthetic_visual_negation/data/positive/70487_img.png,"[""A feeder on a porch with a hummingbird next to a butterfly.""]"
data/synthetic_visual_negation/data/positive/120105_img.png,"[""A vet's examination room with an Afghan Hound next to a medical scale.""]"
data/synthetic_visual_negation/data/positive/154324_img.png,"[""A runway with a 747-200 aircraft beside a fuel truck.""]"
data/synthetic_visual_negation/data/positive/110222_img.png,"[""A living room with a hearth beside a fireplace.""]"
data/synthetic_visual_negation/data/positive/4051_img.png,"[""A school locker with a combination lock beside a school bag.""]"
data/synthetic_visual_negation/data/positive/230679_img.png,"[""An airport with a Model B200 aircraft beside a baggage carrier.""]"
data/synthetic_visual_negation/data/positive/179117_img.png,"[""A sunny golf course with a golf cart beside a flag.""]"
data/synthetic_visual_negation/data/positive/113874_img.png,"[""A grocery cart with a hypermarket beside fresh fruits.""]"
data/synthetic_visual_negation/data/positive/6227_img.png,"[""A table with a Polaroid camera next to a pack of Polaroid film.""]"
data/synthetic_visual_negation/data/positive/48912_img.png,"[""a photo of an otter swimming beside a rock.""]"
data/synthetic_visual_negation/data/positive/222439_img.png,"[""A picnic scene with deviled eggs next to potato salad.""]"
data/synthetic_visual_negation/data/positive/166671_img.png,"[""A dessert spread with a tiramisu next to a fruit bowl.""]"
data/synthetic_visual_negation/data/positive/44235_img.png,"[""An ocean scene with loggerhead sea turtle beside a jellyfish.""]"
data/synthetic_visual_negation/data/positive/191317_img.png,"[""A living room scene with a radiator beside a couch.""]"
data/synthetic_visual_negation/data/positive/141749_img.png,"[""A car dealership showroom with a 2011 Audi S6 Sedan car next to a 2018 Ford Mustang sports car.""]"
data/synthetic_visual_negation/data/positive/99140_img.png,"[""A photo of a lawn mower next to a watering hose.""]"
data/synthetic_visual_negation/data/positive/92844_img.png,"[""A troop of patas monkeys next to a giraffe.""]"
data/synthetic_visual_negation/data/positive/4738_img.png,"[""A fish tank with a shark beside a school of fish.""]"
data/synthetic_visual_negation/data/positive/248993_img.png,"[""A wooden writing table with a quill beside a bottle of ink.""]"
data/synthetic_visual_negation/data/positive/192232_img.png,"[""A zoo environment with a hyena next to a lion.""]"
data/synthetic_visual_negation/data/positive/166692_img.png,"[""A hangar with a C-47 aircraft beside a stepladder.""]"
data/synthetic_visual_negation/data/positive/23471_img.png,"[""A field with a cattle egret besides a cow.""]"
data/synthetic_visual_negation/data/positive/38106_img.png,"[""An airport with a CRJ-700 aircraft next to a baggage cart.""]"
data/synthetic_visual_negation/data/positive/24889_img.png,"[""A medieval scene with a throne next to a crown.""]"
data/synthetic_visual_negation/data/positive/222660_img.png,"[""An airport with a BAE-125 aircraft next to a Boeing 747 aircraft.""]"
data/synthetic_visual_negation/data/positive/180862_img.png,"[""A farm scene with a pig next to a horse.""]"
data/synthetic_visual_negation/data/positive/44720_img.png,"[""An office scene with an analog clock beside a computer monitor.""]"
data/synthetic_visual_negation/data/positive/198313_img.png,"[""An office building with a facade beside a window.""]"
data/synthetic_visual_negation/data/positive/66009_img.png,"[""A park with an Airedale Terrier next to a person riding a bike.""]"
data/synthetic_visual_negation/data/positive/104157_img.png,"[""A dimly lit room with a wardrobe beside a mirror.""]"
data/synthetic_visual_negation/data/positive/64774_img.png,"[""A kitchen scene with bread pudding next to a kiwi.""]"
data/synthetic_visual_negation/data/positive/127877_img.png,"[""A battlefield scene with a rifle next to a grenade.""]"
data/synthetic_visual_negation/data/positive/228527_img.png,"[""A tavern scene with a tankard next to a mug.""]"
data/synthetic_visual_negation/data/positive/139994_img.png,"[""A vintage costume party with a feather boa next to a top hat.""]"
data/synthetic_visual_negation/data/positive/232597_img.png,"[""A backyard with a castor-oil plant beside a bird feeder.""]"
data/synthetic_visual_negation/data/positive/246597_img.png,"[""A spanish market scene with churros next to a coffee cup.""]"
data/synthetic_visual_negation/data/positive/50894_img.png,"[""A photo of an A380 aircraft next to an airport tarmac.""]"
data/synthetic_visual_negation/data/positive/83240_img.png,"[""A pet store scene with a garter snake beside a fish tank.""]"
data/synthetic_visual_negation/data/positive/97847_img.png,"[""An ocean scene with an albatross next to a ship.""]"
data/synthetic_visual_negation/data/positive/53064_img.png,"[""A busy airport with an MD-80 aircraft next to a Boeing 747.""]"
data/synthetic_visual_negation/data/positive/65616_img.png,"[""A tree branch with a toucan beside a parrot.""]"
data/synthetic_visual_negation/data/positive/15405_img.png,"[""a chef's kitchen with a carving knife set next to a beautiful roast.""]"
data/synthetic_visual_negation/data/positive/57816_img.png,"[""A table in a study room with an analog clock beside a calendar.""]"
data/synthetic_visual_negation/data/positive/222198_img.png,"[""A small airport with a DHC-6 aircraft next to a hanger.""]"
data/synthetic_visual_negation/data/positive/129908_img.png,"[""A marina with a guard boat next to a yacht.""]"
data/synthetic_visual_negation/data/positive/156336_img.png,"[""A calm harbor with a sailboat next to a dock.""]"
data/synthetic_visual_negation/data/positive/242047_img.png,"[""A desert scene with a barosaur next to a velociraptor.""]"
data/synthetic_visual_negation/data/positive/136390_img.png,"[""A hospital ward with a person using crutches beside a wheelchair.""]"
data/synthetic_visual_negation/data/positive/198642_img.png,"[""A laundry room scene with a clothes iron beside a clothes rack.""]"
data/synthetic_visual_negation/data/positive/236556_img.png,"[""A street cart with a pretzel beside a hot dog.""]"
data/synthetic_visual_negation/data/positive/130519_img.png,"[""A luxury store scene with a fur coat next to a designer handbag.""]"
data/synthetic_visual_negation/data/positive/30635_img.png,"[""A casino setting with a slot machine next to a cocktail.""]"
data/synthetic_visual_negation/data/positive/35436_img.png,"[""A living room scene with a Chihuahua beside a toy.""]"
data/synthetic_visual_negation/data/positive/218243_img.png,"[""A plate with a chip beside a dip.""]"
data/synthetic_visual_negation/data/positive/100427_img.png,"[""A medieval scene with a draft horse beside a knight.""]"
data/synthetic_visual_negation/data/positive/185877_img.png,"[""A garage scene with a Chevrolet Monte Carlo Coupe 2007 car next to a toolbox.""]"
data/synthetic_visual_negation/data/positive/233174_img.png,"[""A desk with a ruler measuring stick next to a pen.""]"
data/synthetic_visual_negation/data/positive/149610_img.png,"[""An office desk covered in papers with a ring binder next to a computer monitor.""]"
data/synthetic_visual_negation/data/positive/92264_img.png,"[""A park with a Pekingese beside a French bulldog.""]"
data/synthetic_visual_negation/data/positive/99832_img.png,"[""A clothing store with a miniskirt beside a pair of leggings.""]"
data/synthetic_visual_negation/data/positive/80087_img.png,"[""A wooden board with Gruyere next to a glass of wine.""]"
data/synthetic_visual_negation/data/positive/61046_img.png,"[""A picnic blanket with a Canada plum tree beside a lemon cake.""]"
data/synthetic_visual_negation/data/positive/194206_img.png,"[""A fishtank with a gar fish beside an anemone.""]"
data/synthetic_visual_negation/data/positive/131973_img.png,"[""An illustration showing a predator next to a prey animal.""]"
data/synthetic_visual_negation/data/positive/113210_img.png,"[""A dark ocean floor with a stingray beside a jellyfish.""]"
data/synthetic_visual_negation/data/positive/16052_img.png,"[""A stable scene with hay next to a tractor.""]"
data/synthetic_visual_negation/data/positive/137779_img.png,"[""A photo of an airliner beside a hangar.""]"
data/synthetic_visual_negation/data/positive/232586_img.png,"[""A small airport with a DHC-6 aircraft beside a fuel truck.""]"
data/synthetic_visual_negation/data/positive/120485_img.png,"[""A farm stand featuring a corn cob next to a tomato.""]"
data/synthetic_visual_negation/data/positive/213444_img.png,"[""A busy runway with a E-190 aircraft beside a 747 aircraft.""]"
data/synthetic_visual_negation/data/positive/110988_img.png,"[""A garden with a pincushion flower next to a sunflower.""]"
data/synthetic_visual_negation/data/positive/39326_img.png,"[""A tennis court with a tennis ball next to a tennis racket.""]"
data/synthetic_visual_negation/data/positive/3226_img.png,"[""A forest clearing with a bloodhound beside a squirrel.""]"
data/synthetic_visual_negation/data/positive/2918_img.png,"[""A war-torn cityscape with a Jihadist next to a machine gun.""]"
data/synthetic_visual_negation/data/positive/73536_img.png,"[""A dog show ground with a Weimaraner next to a poodle.""]"
data/synthetic_visual_negation/data/positive/249130_img.png,"[""A clear tank with a spiny lobster next to a starfish.""]"
data/synthetic_visual_negation/data/positive/172375_img.png,"[""A forest clearing with a grey fox next to a wolf.""]"
data/synthetic_visual_negation/data/positive/91816_img.png,"[""An aquarium scene with a garden eel beside a school of fish.""]"
data/synthetic_visual_negation/data/positive/129902_img.png,"[""A desert environment with an eastern hog-nosed snake beside a cactus.""]"
data/synthetic_visual_negation/data/positive/169932_img.png,"[""An African savannah with a Zulu warrior next to a giraffe.""]"
data/synthetic_visual_negation/data/positive/86392_img.png,"[""A wooden desk with a typewriter keyboard next to a mouse pad.""]"
data/synthetic_visual_negation/data/positive/240842_img.png,"[""A forest floor with a hen of the woods mushroom next to a fox.""]"
data/synthetic_visual_negation/data/positive/187166_img.png,"[""A doctor's desk with a stethoscope next to a prescription pad.""]"
data/synthetic_visual_negation/data/positive/96656_img.png,"[""A dark and damp forest floor with a centipede next to a mushroom.""]"
data/synthetic_visual_negation/data/positive/242159_img.png,"[""An aquarium setting with an axolotl placed next to a snail.""]"
data/synthetic_visual_negation/data/positive/159711_img.png,"[""An old airfield with a DC-3 aircraft next to an old jeep.""]"
data/synthetic_visual_negation/data/positive/51207_img.png,"[""A dining table with spaghetti bolognese next to a bottle of wine.""]"
data/synthetic_visual_negation/data/positive/162073_img.png,"[""A windowsill with a geranium beside a cat.""]"
data/synthetic_visual_negation/data/positive/121253_img.png,"[""An airfield with a C-47 aircraft beside a maintenance truck.""]"
data/synthetic_visual_negation/data/positive/51399_img.png,"[""A wall with an analog clock next to a calendar.""]"
data/synthetic_visual_negation/data/positive/208982_img.png,"[""A belt display with a buckle next to a tag.""]"
data/synthetic_visual_negation/data/positive/144014_img.png,"[""A hanger with a Cessna 525 aircraft next to a small drone.""]"
data/synthetic_visual_negation/data/positive/117345_img.png,"[""A photo of a BMW M6 Convertible 2010 car beside a gas station.""]"
data/synthetic_visual_negation/data/positive/110090_img.png,"[""a photo of a lobster roll sandwich beside a cup of clam chowder.""]"
data/synthetic_visual_negation/data/positive/187746_img.png,"[""A flower with a European garden spider beside a bee.""]"
data/synthetic_visual_negation/data/positive/213591_img.png,"[""A bedroom with an electric fan placed next to a nightstand.""]"
data/synthetic_visual_negation/data/positive/162380_img.png,"[""A colorful dealership lot with a Ford Freestar Minivan 2007 car beside a flag.""]"
data/synthetic_visual_negation/data/positive/204875_img.png,"[""A mosque featuring a prayer rug next to a minbar.""]"
data/synthetic_visual_negation/data/positive/131109_img.png,"[""An interior design image of a lampshade next to a lamp.""]"
data/synthetic_visual_negation/data/positive/18678_img.png,"[""A scene from a bowl of ramen with a pair of chopsticks beside it.""]"
data/synthetic_visual_negation/data/positive/200402_img.png,"[""A tarmac scene with a DC-9-30 aircraft next to a Boeing 737 aircraft.""]"
data/synthetic_visual_negation/data/positive/152478_img.png,"[""A living room with a Maltese next to a bean bag.""]"
data/synthetic_visual_negation/data/positive/176362_img.png,"[""An airport runway with a 747-200 aircraft beside a 737 aircraft.""]"
data/synthetic_visual_negation/data/positive/200005_img.png,"[""A filled living room with a cardboard box beside a lamp.""]"
data/synthetic_visual_negation/data/positive/154703_img.png,"[""A photo of a yellow squash beside a pumpkin.""]"
data/synthetic_visual_negation/data/positive/21694_img.png,"[""A rolling ball of dung with a dung beetle next to an ant.""]"
data/synthetic_visual_negation/data/positive/228897_img.png,"[""A busy runway with a 747-100 aircraft beside a baggage cart.""]"
data/synthetic_visual_negation/data/positive/119940_img.png,"[""A runway with a 737-500 aircraft next to a 747 aircraft.""]"
data/synthetic_visual_negation/data/positive/95712_img.png,"[""A kitchen scene with a Crock Pot beside a cutting board.""]"
data/synthetic_visual_negation/data/positive/54421_img.png,"[""A dog park with a Leonberger next to a Beagle.""]"
data/synthetic_visual_negation/data/positive/149786_img.png,"[""A park with a Beagle beside a Frisbee.""]"
data/synthetic_visual_negation/data/positive/20849_img.png,"[""A basketball court with a basketball next to a hoop.""]"
data/synthetic_visual_negation/data/positive/218286_img.png,"[""A living room scene with a wall clock next to a lamp.""]"
data/synthetic_visual_negation/data/positive/216476_img.png,"[""A parking lot scene with Audi TT Hatchback 2011 car beside a bicycle.""]"
data/synthetic_visual_negation/data/positive/144917_img.png,"[""A bird cage with a toucan beside a parrot.""]"
data/synthetic_visual_negation/data/positive/148680_img.png,"[""A dining room with a china cabinet next to a family photo.""]"
data/synthetic_visual_negation/data/positive/165690_img.png,"[""A testing site with a Geiger counter next to a detector.""]"
data/synthetic_visual_negation/data/positive/236862_img.png,"[""A dimly lit living room with a Brussels carpet beside a bookshelf.""]"
data/synthetic_visual_negation/data/positive/141674_img.png,"[""a garage scene with a lawn mower parked next to a wheelbarrow.""]"
data/synthetic_visual_negation/data/positive/85553_img.png,"[""A mosque interior with a prayer rug beside a worshipper.""]"
data/synthetic_visual_negation/data/positive/174939_img.png,"[""A bustling city park in the summer with a fountain beside children playing.""]"
data/synthetic_visual_negation/data/positive/237049_img.png,"[""A grassy field with a Belgian sheepdog next to a flock of sheep.""]"
data/synthetic_visual_negation/data/positive/113291_img.png,"[""A white plate with risotto beside a fork.""]"
data/synthetic_visual_negation/data/positive/176474_img.png,"[""A parking lot with a Suzuki SX4 Hatchback 2012 car next to a Toyota Corolla Altis car.""]"
data/synthetic_visual_negation/data/positive/71403_img.png,"[""A roadside view on a sunny day with a church next to a horse.""]"
data/synthetic_visual_negation/data/positive/140903_img.png,"[""A parking lot with a Ford F-150 Regular Cab 2012 car next to a minivan.""]"
data/synthetic_visual_negation/data/positive/33514_img.png,"[""A coral reef scene with a sea anemone beside a starfish.""]"
data/synthetic_visual_negation/data/positive/145638_img.png,"[""A dog park with an Afghan Hound next to a Beagle.""]"
data/synthetic_visual_negation/data/positive/242833_img.png,"[""A dessert plate with ice milk next to a cone.""]"
data/synthetic_visual_negation/data/positive/144437_img.png,"[""An underwater scene with an oarfish beside a turtle.""]"
data/synthetic_visual_negation/data/positive/156256_img.png,"[""A holiday party scene with eggnog next to a Christmas tree.""]"
data/synthetic_visual_negation/data/positive/9212_img.png,"[""A kitchen scene with pizza next to a beer.""]"
data/synthetic_visual_negation/data/positive/107555_img.png,"[""A family picnic scene with a block of Emmenthal cheese beside a fresh baguette.""]"
data/synthetic_visual_negation/data/positive/22297_img.png,"[""A castle courtyard with a stone wall beside a fountain.""]"
