captions
"[['A sign redirecting traffic outside a closed road.', 'An electronic sign is next to a road sign.', 'A street with a mechanical sign giving directions.', 'An electric sign sitting next to a park.', 'Signs blocking off a street for an art exhibit.'], ['A photo of a chair', 'A photo of a car', 'A photo of a chair', 'A photo of a car', 'A photo of a chair']]"
"[['A parking meter sitting in front of a brick building.', 'An automated pay station for a parking lot.', 'A black parking meter next to a brick building.', ""You will be towed if you don't pay for parking."", 'A box for making payments for parking.'], ['A photo of a car', 'A photo of a car', 'A photo of a traffic light', 'A photo of a person', 'A photo of a traffic light']]"
"[['A post office box on the side of a busy street.', 'Two red mailboxes on a city street.', 'A single mail box in the street outside of apartment buildings.', 'Large red metal boxes are lined up on the road.', 'A postbox sitting on the side of a street.'], ['A photo of a person', 'A photo of a bus', 'A photo of a bus', 'A photo of a truck', 'A photo of a bus']]"
"[['A baby cow standing next to another cow in a pen.', 'One cow stands while another lies down in the fence.', 'A brown and black cow standing next to a fence.', 'A cow standing next to its calf in the corner of a paddock with a dirt floor.', 'Two brown cows sitting inside a fence staring out.'], ['A photo of a sheep', 'A photo of a horse', 'A photo of a horse', 'A photo of a person', 'A photo of a sheep']]"
"[['An orange cat laying on top of a white and brown cat in a bed.', 'Two cats are curled up together on a blanket.', 'Two cats resting on each other for a nap.', 'Two cats snuggle up together on a flowery blanket.', 'A white and gray cat and an orange tabby cat snuggled together on a blanket.'], ['A photo of a book', 'A photo of a chair', 'A photo of a book', 'A photo of a person', 'A photo of a person']]"
"[['Sailboats sail over a body of water with people standing near the shoreline.', 'There are a lot of sailboats in the water.', 'A beach with sail boats, a dog and people wading.', 'This is a very old picture of people on the shore.', 'Small sailboats floating by a beach with a dog and people on the shore.'], ['A photo of a handbag', 'A photo of a chair', 'A photo of a chair', 'A photo of a chair', 'A photo of a chair']]"
"[['A woman riding a boat down a river.', 'A lady wearing a straw hat sitting in a boat with oars.', 'A woman wearing a straw hat sitting in a small row boat on the water with various accessory items hanging behind her on land.', 'A person sitting in a small boat on the water.', 'A person in a boat rowing away from the shore.'], ['A photo of a dining table', 'A photo of a dining table', 'A photo of a dining table', 'A photo of a cup', 'A photo of a cup']]"
"[['A bird sitting on top of cattle in a snow covered field.', 'A bird standing on the back of a cow.', 'A brown bull and a white bird with a hill in the background.', 'A bird standing on the back of a cow.', 'A cow with a small white bird on it.'], ['A photo of a car', 'A photo of a car', 'A photo of a person', 'A photo of a person', 'A photo of a chair']]"
"[['A group of people walking through a field in the sun.', 'A large group of people riding elephants through the brush.', 'Several groups of people riding on elephants.', 'A group of people riding on a group of elephants.', 'Groups of people riding on the backs of elephants.'], ['A photo of a chair', 'A photo of a car', 'A photo of a chair', 'A photo of a car', 'A photo of a handbag']]"
"[['An older man with a bow tie poses for the camera.', 'A man poses for a formal portrait in an historic photo.', 'A vintage photo of a man with curly hair and a mustache.', 'The man in the image is wearing a jacket and a bow tie.', 'person'], ['A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a ']]"
"[['An elephant in the window of a city building near a roadway.', 'A statue of an elephant is seen through a store window.', 'A stuffed elephant is in the museum window.', 'A street with a shop that has a fake elephant in the window.', ""An elephant's head is seen through a display window.""], ['A photo of a chair', 'A photo of a truck', 'A photo of a truck', 'A photo of a handbag', 'A photo of a truck']]"
"[['A balloon elephant sitting in the middle of a park area.', 'A ceramic elephant standing up on fake water.', 'An elephant statue standing on top of a lush green park.', 'An elephant sculpture with images of other animals on it.', 'An elephant statue with an opening that has various drawings on it.'], ['A photo of a car', 'A photo of a chair', 'A photo of a chair', 'A photo of a chair', 'A photo of a chair']]"
"[['A big elephant walking across a road with people watching from a car.', 'A car driving by an elephant on a road with mountains in the background.', 'A big elephant walking on the road during a safari', 'An elephant walking down a road with a car next to it.', 'A car on the road passing a standing elephant.'], ['A photo of a traffic light', 'A photo of a person', 'A photo of a person', 'A photo of a traffic light', 'A photo of a traffic light']]"
"[['An elephant standing on top of a rocky hillside.', 'An elephant standing on rocks next to a wooden bridge.', 'A grey elephant walking between the rocks.', 'An elephant is standing in the enclosure.', 'An elephant in captivity with trees in the background.'], ['A photo of a car', 'A photo of a car', 'A photo of a bench', 'A photo of a car', 'A photo of a person']]"
"[['A group of people standing and sitting on top of a field.', 'People are gathered and seated together for an event.', 'A large group of people laying on a lawn for an event.', 'A group of people sitting on grassy ground with coolers and umbrellas.', 'A yellow and red umbrella in a crowd of people.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a car', 'A photo of a dining table', 'A photo of a car']]"
"[['A black suitcase with a handle sitting against a white background.', 'A rolling suitcase with a smaller case attached to the handle.', 'a close up of a smaller luggage bag', 'A small carry-on bag attached to a larger suitcase from the same luggage set.', 'A black bag attached to the long handle of a piece of luggage.'], ['A photo of a backpack', 'A photo of a person', 'A photo of a backpack', 'A photo of a backpack', 'A photo of a handbag']]"
"[['A group of two people waiting to cross the street under an umbrella.', 'Two people standing under an umbrella in the rain.', 'Two people, a tall person in a jacket and kilt and a short old man, stand under a small black umbrella on a rainy city corner.', 'Two men standing at the street in the rain.', 'A man and a woman standing under an umbrella at a street crossing on a rainy day.'], ['A photo of a chair', 'A photo of a truck', 'A photo of a chair', 'A photo of a truck', 'A photo of a truck']]"
"[['A black dog catching a frisbee in the air.', 'A dog jumping up into the air toward a disk.', 'A brown dog leaping into the air to catch a flying disc.', 'A dog jumping up to catch a frisbee.', 'A large black dog leaping to catch a frisbee.'], ['A photo of a person', 'A photo of a person', 'A photo of a chair', 'A photo of a chair', 'A photo of a chair']]"
"[['A dog jumping in the air looking at a frisbee.', 'A brown curly haired dog chasing after a red frisbee.', 'A dog running after a frisbee near a fence.', 'A dog running in a field near a wire fence chasing a coaster frisbee.', 'A dog jumping through the air to catch a frisbee.'], ['A photo of a bench', 'A photo of a person', 'A photo of a bench', 'A photo of a car', 'A photo of a person']]"
"[['A brown bear walking away from a river.', 'A brown bear walking along a river filled with rocks.', 'A grizzly bear exiting the water onto a rocky shore.', 'A bear is coming out of the water onto the rocks.', 'The bear on the rocks has a fish in its mouth.'], ['A photo of a person', 'A photo of a person', 'A photo of a person', 'A photo of a person', 'A photo of a person']]"
"[['Two women talking at a beach rental kiosk.', 'Two women walking up to a rentals picture.', 'A group of people with lawn chairs under two colorful umbrellas.', 'Beach goers setting up umbrellas near rental signs while a cop watches.', 'People standing near a guard in front of a rental store.'], ['A photo of a dining table', 'A photo of a handbag', 'A photo of a truck', 'A photo of a dining table', 'A photo of a dining table']]"
"[['Several suitcases that are on a cart.', 'A small green cart filled with assorted suitcases.', 'Seven suitcases are stacked on a dolly', 'A pile of suitcases stacked on a green roller.', 'A green cart with old luggage on it by its side.'], ['A photo of a car', 'A photo of a chair', 'A photo of a car', 'A photo of a handbag', 'A photo of a chair']]"
"[['A frisbee is laying in the grass near a tree.', 'A Frisbee near a tree as a woman walks by in the distance.', 'A frisbee next to a tree in a grassy field.', 'A blue frisbee sitting on top of a lush green field.', 'A woman walking up to get the freeze bee.'], ['A photo of a handbag', 'A photo of a chair', 'A photo of a car', 'A photo of a car', 'A photo of a chair']]"
"[['A man grinning as he forces a dog into an oven.', 'A man holding a cat in front of a stove.', 'A man is putting a puppy inside of an oven.', 'A man is pretending to put his dog in an oven.', 'A person standing in front of an open oven.'], ['A photo of a car', 'A photo of a car', 'A photo of a cup', 'A photo of a cup', 'A photo of a cup']]"
"[['The boy is trying to catch a frisbee while wearing black sneakers.', 'Two men playing a game of frisbee on a field.', 'The men are playing Frisbee on the field.', 'A couple of men standing on top of a grass covered field.', 'A group of young men running together chasing a frisbee.'], ['A photo of a chair', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a car']]"
"[[""Three zebras enjoying hay at the forest's edge."", 'Pack of three zebras eating grass near log.', 'Several zebras grazing on grasses in their natural habitat.', 'A group of zebras standing on a field next to a fallen tree.', 'A group of zebras grazing on grass under tall trees.'], ['A photo of a bird', 'A photo of a bird', 'A photo of a giraffe', 'A photo of a giraffe', 'A photo of a bird']]"
"[['A zebra in a fenced in field chewing a flower.', 'A medium sized zebra looking into the camera.', 'A zebra standing in a gated area.', 'A zebra standing on top of a field of dirt and grass.', 'A zebra standing on the dirt ground inside a fenced area.'], ['A photo of a bird', 'A photo of a bird', 'A photo of a bird', 'A photo of a car', 'A photo of a giraffe']]"
"[['Two horses plow the land while a man looks on.', 'A dog running next to two horses in a field.', 'A black and white photo of a man working a field with a team of horses.', 'An old picture of two horses being directed by a man next to a dog.', 'some horses are being led in a field'], ['A photo of a handbag', 'A photo of a handbag', 'A photo of a car', 'A photo of a chair', 'A photo of a handbag']]"
"[['A zebra standing on a dirty rocky field.', 'Two zebras standing in a rocky area in the wild.', 'A lone zebra standing outside on a rocky hillside.', 'A zebra is nestled in the woods surrounded by rocks.', 'A zebra is standing on the rocky brown land.'], ['A photo of a giraffe', 'A photo of a bird', 'A photo of a giraffe', 'A photo of a car', 'A photo of a bird']]"
"[['A zebra standing next to its reflection in the water.', ""A zebra standing next to a body of water with it's reflection in the zebra."", 'A zebra standing and its reflection in water.', 'A zebra standing by the local watering hole.', 'A zebra standing by a pool with its reflection in the water.'], ['A photo of a bird', 'A photo of a giraffe', 'A photo of a car', 'A photo of a bird', 'A photo of a giraffe']]"
"[['A group of people racing together on horses.', 'Horses are racing each other along the beach.', 'Three people racing their horses down a beach.', 'A black and white photo of jockeys riding their horses.', 'Horses with jockeys racing across a beachfront.'], ['A photo of a car', 'A photo of a chair', 'A photo of a car', 'A photo of a chair', 'A photo of a chair']]"
"[['A couple sitting on a statue of a horse with some plants.', 'A couple poses for a picture while sitting on a horse statue in a grassy setting.', 'A couple poses on a horse statue in a courtyard.', 'A man and woman sitting on a statue of a horse.', 'A man and woman sitting on a patio riding an unusual statue.'], ['A photo of a bottle', 'A photo of a bottle', 'A photo of a cup', 'A photo of a car', 'A photo of a car']]"
"[['A person riding a horse through a barren landscape of dried grass.', 'A person riding a fast running horse.', 'A large open field of dirt and yellow grass with a person riding a horse.', 'A man riding a horse on an open plain.', 'A person riding a horse through a field.'], ['A photo of a handbag', 'A photo of a car', 'A photo of a handbag', 'A photo of a chair', 'A photo of a chair']]"
"[['A horse laying down in a field.', 'A black and white picture of a horse laying down in a field.', 'A horse laying in the grass by the water in a black and white image.', 'A horse is sitting in an open field.', 'A horse laying down in a grassy field.'], ['A photo of a car', 'A photo of a person', 'A photo of a person', 'A photo of a car', 'A photo of a person']]"
"[['A horse standing in a field by a fence.', 'A single horse leaning against a wooden fence.', 'A horse is looking over a fence on a snowy day.', 'A horse in a snowy paddock looking over the fence.', 'A horse standing in a snowy pasture looking over a fence.'], ['A photo of a person', 'A photo of a car', 'A photo of a car', 'A photo of a car', 'A photo of a car']]"
"[['A picture of a bunch of bananas sitting on a table.', 'Bunches of bananas are sitting on a shelf.', 'A purple shelf with bunches of ripe yellow bananas arranged together.', 'Many yellow bananas are displayed on a blue display case.', 'Very ripe bananas are in a purple basket.'], ['A photo of a bowl', 'A photo of a person', 'A photo of a dining table', 'A photo of a bowl', 'A photo of a person']]"
"[['An orange is laying on the side of the road.', 'An orange on the white line of a street with some cars.', 'An orange sitting on a city street.', 'An orange sitting in the middle of a road.', 'An orange is near the white stripe of a highway.'], ['A photo of a truck', 'A photo of a truck', 'A photo of a truck', 'A photo of a traffic light', 'A photo of a person']]"
"[['A cat crouching on a patch of dirt.', 'A catcher crouched at a base with his gloved hand outstretched.', 'A baseball catcher is ready to catch a ball.', 'A catcher kneeling at the mound waiting to receive a baseball.', 'A catcher in a white uniform during a baseball game.'], ['A photo of a handbag', 'A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a chair']]"
"[['Two baseball players standing near a baseball field.', 'Two baseball players are having fun practicing in the outfield.', 'Two baseball players with gloves in the outfield.', 'Two baseball players standing in a field with a fence.', 'Two baseball players standing in front of a fence on green grass.'], ['A photo of a handbag', 'A photo of a chair', 'A photo of a handbag', 'A photo of a chair', 'A photo of a chair']]"
"[['A person on skis skiing down a mountain.', 'A person skiing on a snow covered mountain.', 'A skier in a blue and white outfit.', 'A blurry photograph of a woman skiing down a slope.', 'A person in a blue coat skiing down a slope.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a chair', 'A photo of a chair', 'A photo of a car']]"
"[['A large bunch of ripening fruit that looks like bananas.', 'Green bananas are in bunches on purple material.', 'A bunch of green bananas in several large bunches.', 'A bunch of green bananas on a stone table.', 'Several bunches of green bananas are sitting on bricks.'], ['A photo of a person', 'A photo of a bowl', 'A photo of a bowl', 'A photo of a person', 'A photo of a dining table']]"
"[['A bowl filled with food on a wooden table.', 'A small bowl of chopped vegetables and a spoon.', 'A bowl of food is prepared with eating utensils.', 'A bowl filled with a variety of food sitting on a table.', 'A grainy photograph of a bowl of thinly sliced fruit.'], ['A photo of a cup', 'A photo of a person', 'A photo of a chair', 'A photo of a chair', 'A photo of a person']]"
"[['A woman wearing a black shirt riding a skateboard.', 'A person skateboarding near a skate park at sunset.', 'People skateboarding at a skate park near rails.', 'A man riding a skateboard at a skate park.', 'A young woman on a skateboard at a skate park.'], ['A photo of a car', 'A photo of a handbag', 'A photo of a car', 'A photo of a chair', 'A photo of a chair']]"
"[['A man jumping while skating on the pavement.', 'A guy jumping over a cone on a skateboard.', 'A man on a skateboard in the air over a cone in the dirt.', 'A kid on a skateboard jumping over a cone.', 'A boy jumping his skateboard over an orange cone.'], ['A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a car', 'A photo of a handbag']]"
"[['a close up of an aquarium filled with water and fish', 'Tied together broccoli inside of an aquarium with fish.', 'An aquarium with blue, black and yellow fish.', 'A piece of broccoli is tied to plastic in an aquarium.', 'Blue and yellow fish and other sea creatures in an underwater picture.'], ['A photo of a carrot', 'A photo of a bowl', 'A photo of a carrot', 'A photo of a carrot', 'A photo of a bowl']]"
"[['A person skiing down a snowy hill.', 'A person on skis is going down a snowy hillside.', 'A man skiing downhill sliding sideways.', 'A man in black is on skis on a slope.', 'A man is trying to stay afloat while skiing.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a car', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A person skiing down a slope next to snow covered trees.', 'A person in a ski suit skiing down a slope.', 'A skier in black coming down a mountain.', 'A skier skis down a snow filled slope.', 'A person skiing down the hill through the trees.'], ['A photo of a handbag', 'A photo of a chair', 'A photo of a handbag', 'A photo of a car', 'A photo of a chair']]"
"[['A man riding skis down a snow covered ski slope.', 'A skier is skiing down a snowy mountain and passes a red flag.', 'The skier is going down the slope and swooping around the flag.', 'A skier is skiing past a red sign on a snowy mountain.', 'A skier in a green shirt coming down a mountain.'], ['A photo of a chair', 'A photo of a car', 'A photo of a handbag', 'A photo of a car', 'A photo of a handbag']]"
"[['A woman selling raw carrots at an outdoor market.', 'A lady standing in a market with her hand on carrots.', 'A woman standing behind a table with carrots on it at a produce market.', 'A woman at a produce market wearing an apron and headscarf while holding carrots.', 'A woman standing in a kitchen touching a pile of carrots.'], ['A photo of a chair', 'A photo of a car', 'A photo of a car', 'A photo of a car', 'A photo of a car']]"
"[['A teenager shoots flames at a friend balancing on a skateboard.', 'A man riding a skateboard on a small ledge while another man lights spray from a can on fire.', 'A skateboarder rides a rail in a building while another man uses a spray can as a blowtorch.', 'A man ignites spray from a can next to his friend on a skateboard.', 'A young man practicing skateboard tricks next to another playing with fire.'], ['A photo of a chair', 'A photo of a car', 'A photo of a chair', 'A photo of a car', 'A photo of a handbag']]"
"[['A table filled with plates, bowls and containers of food.', 'A table set up as a buffet with fruits, snacks and plates.', 'A table filled with many different types of food.', 'A table filled with many different kinds of baked goods and fruit.', 'A table filled with many containers of food.'], ['A photo of a fork', 'A photo of a knife', 'A photo of a knife', 'A photo of a fork', 'A photo of a bottle']]"
"[['A little girl in pajamas riding on a skateboard.', 'A little girl riding a skateboard down a road.', 'A young girl in pink with striped pants posed on a skateboard on a typical suburban street.', 'A girl standing with one foot on a skateboard.', 'A young girl in tennis shoes riding a skateboard.'], ['A photo of a car', 'A photo of a car', 'A photo of a handbag', 'A photo of a chair', 'A photo of a car']]"
"[['A person skating on pieces of wood.', 'Legs on a skateboard going down a small ramp.', 'A person wearing sneakers balancing on a skateboard on a wooden platform.', 'A man riding a skateboard on a piece of concrete in a park.', 'A skateboarder is riding on boards over grass.'], ['A photo of a car', 'A photo of a car', 'A photo of a chair', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A man jumping in the air with his skateboard.', 'A male skateboarder doing an ollie off the curb of a snowy street.', 'A skateboarder is doing a trick on his board.', 'A male skateboarder in a black jacket doing a trick.', 'A skateboarder is jumping off the street corner.'], ['A photo of a car', 'A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a car']]"
"[['Two young men skate down an urban road.', 'Two guys skateboarding down a graffiti lined street.', 'Skateboarders ride down the street on their boards next to cars.', 'A window showing two people riding skateboards.', 'Two young men riding skateboards on a street next to a graffiti covered wall.'], ['A photo of a handbag', 'A photo of a chair', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A boy riding a skateboard on a ramp.', 'A boy doing skateboarding tricks on a skate ramp.', 'an image of a man skateboarding on a ramp', 'A young boy riding a skateboard inside a building.', 'A boy on a skateboard is doing a trick on the ramp.'], ['A photo of a chair', 'A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A skier is doing a trick on a rail.', 'A skier is skiing on a metal beam.', 'A man is skiing on top of a pipe.', 'A man on ice skates glides across a snowy ramp.', 'A skier coming up to a red bar stuck into the snow on a snowy hill.'], ['A photo of a handbag', 'A photo of a chair', 'A photo of a chair', 'A photo of a chair', 'A photo of a handbag']]"
"[['A group of football players standing on a field.', 'Players and a referee on a football field.', 'Two football players are in the air.', 'Two football players reaching for the ball at the same time.', 'A receiver and a defender jump for the ball while a referee looks on.'], ['A photo of a handbag', 'A photo of a bus', 'A photo of a chair', 'A photo of a handbag', 'A photo of a handbag']]"
"[['People on surfboards surfing on waves.', 'People riding a wave with a surfboard in the ocean.', 'Surfers are riding the high waves on their surfboards.', 'Two surfers are riding the waves in the ocean.', 'Two surfers are riding the waves in the ocean.'], ['A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a chair', 'A photo of a chair']]"
"[['A remote control, book, and phone on a bed.', 'A phone and remote are on a bed.', 'A cell phone and a game case on a bed.', 'A book, a camera lens, and a cellphone on a white countertop.', 'A remote control, a book, a cellphone and a camera lens attachment on a white bed sheet.'], ['A photo of a chair', 'A photo of a person', 'A photo of a person', 'A photo of a chair', 'A photo of a dining table']]"
"[['A woman laying in bed in her underwear.', 'A tattooed woman laying down on a bed in a bedroom.', 'A tattooed woman in a white shirt laying in bed with a side table.', 'A woman laying on a quilted white bed in a room.', 'A girl sleeping in a bed with the light on near by.'], ['A photo of a chair', 'A photo of a car', 'A photo of a car', 'A photo of a handbag', 'A photo of a chair']]"
"[['A man on a board surfing a wave.', 'A person on a surfboard riding waves.', 'A man is surfing on the body of water.', 'A person is riding the waves in the water.', 'A surfer is riding through a barrel on a wave.'], ['A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a car', 'A photo of a handbag']]"
"[['A man and a woman cutting a small white cake.', 'A man and a woman cutting into a cake with a knife.', 'A couple cutting into a wedding cake together.', 'The newlywed couple smiles as they slice into the white cake together.', 'A man and woman cutting a cake at a table.'], ['A photo of a cup', 'A photo of a cup', 'A photo of a bowl', 'A photo of a bowl', 'A photo of a cup']]"
"[['A very large pizza sitting on a wooden table.', 'A giant pizza sitting on top of a large cutting board.', 'A cutting board with a big pepperoni pizza on it.', 'A square shaped pizza on a wooden board near white plates.', 'Several people sitting at a table with a large oval shaped pizza.'], ['A photo of a car', 'A photo of a bowl', 'A photo of a bottle', 'A photo of a car', 'A photo of a bowl']]"
"[['A person standing with a surfboard in a room.', 'A man riding a surfboard in the ocean catching a wave.', 'A man riding a wave on a surfboard.', 'A man riding a wave on top of a surfboard at the beach.', 'A man is riding a wave on his board.'], ['A photo of a car', 'A photo of a chair', 'A photo of a handbag', 'A photo of a car', 'A photo of a car']]"
"[['A man riding a wave on a yellow surfboard.', 'A man riding a wave back to the shore.', 'A man on a surfboard riding the waves.', 'A surfboarder is riding the crest of a wave.', 'A lone surfer is riding small waves.'], ['A photo of a car', 'A photo of a handbag', 'A photo of a car', 'A photo of a handbag', 'A photo of a car']]"
"[['A man changing a light bulb in a darkened bar.', 'Dozens of bottles of alcohol sit on shelves at a bar with a man sitting.', 'A bar with bottles and glasses on the shelves.', 'A man sitting at a bar with many bottles.', 'A man sitting at a bar in front of shelves filled with bottles.'], ['A photo of a bowl', 'A photo of a chair', 'A photo of a dining table', 'A photo of a chair', 'A photo of a bowl']]"
"[['A pizza that is sitting on a plastic tray.', 'A partially eaten pizza sitting on a tray.', 'A pizza with various toppings on a pan.', 'A half eaten pizza sitting on a plate.', 'A half cut pizza on a plate on a table.'], ['A photo of a person', 'A photo of a dining table', 'A photo of a dining table', 'A photo of a cup', 'A photo of a cup']]"
"[['A deep dish and thick crusted pizza with toppings.', 'A herb topped pizza on a plate.', 'A white plate with a pizza cut into 6 slices.', 'A pizza with cheese and spinach on a plate.', 'A pizza cut into six slices on a tray.'], ['A photo of a chair', 'A photo of a person', 'A photo of a bottle', 'A photo of a chair', 'A photo of a person']]"
"[['A person holding a tomato above a tray.', 'A person holding a small tomato over a tray covered in sauce.', 'A tray filled with food covered in sauce.', 'A large square pizza sitting on top of a pan.', 'A woman holding a tomato over an item being prepared for baking.'], ['A photo of a car', 'A photo of a chair', 'A photo of a chair', 'A photo of a car', 'A photo of a chair']]"
"[['A couple sitting at a table eating pizza.', 'A man and woman sitting at a table eating pizza.', 'A man and a woman eating pizza at a restaurant.', 'A couple enjoying pizza and drinks at a restaurant.', 'Two people sitting at a table with two pizzas.'], ['A photo of a bowl', 'A photo of a bowl', 'A photo of a spoon', 'A photo of a bowl', 'A photo of a spoon']]"
"[['A pretty young lady standing in front of a couch behind a wooden table.', 'Two girls looking at something in a room.', 'Two children in a room with tables and couches.', 'A young girl is using a video game remote control.', 'Two girls playing Wii in a room with orange rugs and white sofas.'], ['A photo of a car', 'A photo of a car', 'A photo of a dining table', 'A photo of a car', 'A photo of a car']]"
"[['A group of women playing video games together.', 'Two people playing with an interactive gaming system while a third person watches from a couch.', 'Three friends are having fun playing a game.', 'Two people playing a video game with another person watching.', 'A woman watching two people play a Wii game with Wii motes.'], ['A photo of a cup', 'A photo of a dining table', 'A photo of a dining table', 'A photo of a dining table', 'A photo of a dining table']]"
"[['A man and a child flying a kite.', 'An adult and a child flying a kite in a green field.', 'A man and a child standing in a field.', 'An adult is teaching a little kid how to fly a kite.', 'A man and child standing on top of a lush green field.'], ['A photo of a chair', 'A photo of a truck', 'A photo of a chair', 'A photo of a truck', 'A photo of a truck']]"
"[['A group of people beside a body of water flying kites.', 'Kites are flying in the bright blue sky in a park.', 'People are flying kites in the park.', 'People standing outside near the water with many balloons.', 'A crowd of people standing on a field flying colorful kites.'], ['A photo of a handbag', 'A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a handbag']]"
"[['A man is standing with a baseball bat.', 'An old picture of a baseball player holding a bat.', 'A vintage black and white portrait of a baseball player.', 'A man holding a baseball bat over home plate.', ""A baseball player is shown in this portrait by Walzl's Imperial Portrait Studios.""], ['A photo of a car', 'A photo of a handbag', 'A photo of a handbag', 'A photo of a chair', 'A photo of a car']]"
"[['A baseball player at home plate, ready to swing.', 'A baseball player is waiting to hit the baseball.', 'A batter is ready to swing at home plate.', 'The baseball player is ready to swing the bat.', 'A professional baseball player taking a swing in front of fans in a crowded stadium.'], ['A photo of a chair', 'A photo of a chair', 'A photo of a car', 'A photo of a chair', 'A photo of a chair']]"
"[['Two pink flowers in an oddly shaped wooden vase.', 'A table with a wooden vase with flowers in it.', 'Two large purple flowers in a large vase.', 'Purple flowers fill a wooden vase.', 'An asymmetrical vase with a handle holding a couple of purple flowers.'], ['A photo of a bottle', 'A photo of a cup', 'A photo of a bottle', 'A photo of a person', 'A photo of a person']]"
"[['A purple flower in a watering can on a window sill.', 'An old watering can used as a window sill planter.', 'A flower pot with lavender flowers in it on a windowsill.', 'A vase of purple flowers with a watering can.', 'Lilacs in a blue watering can vase sitting outdoors on a ledge.'], ['A photo of a dining table', 'A photo of a person', 'A photo of a dining table', 'A photo of a person', 'A photo of a person']]"
"[['A small copper vase with flowers in it.', 'A vase with white and purple lilacs in it.', 'A vase full of purple and white flowers.', 'A vase with flowers sitting next to a window.', 'Flowers in a vase on a window seal.'], ['A photo of a person', 'A photo of a dining table', 'A photo of a person', 'A photo of a dining table', 'A photo of a dining table']]"
"[['A brown teddy bear sitting on a large box.', 'a close up of a stuffed animal on a cardboard box', 'A small brown teddy bear sitting on top of a box.', 'A stuffed bear is sitting on a cardboard box.', 'A little brown teddy bear sitting on top of a cardboard box.'], ['A photo of a tv', 'A photo of a tv', 'A photo of a person', 'A photo of a person', 'A photo of a person']]"
"[['A computer desk with two monitors and a laptop.', 'A table filled with many screens and a keyboard.', 'A desk with two computer monitors, a keyboard and a laptop.', 'A computer desk with two monitors and a laptop.', 'A desk with a laptop, two monitors, two speakers, a keyboard, a mouse and a cell phone on it to the right of a filing cabinet.'], ['A photo of a car', 'A photo of a chair', 'A photo of a car', 'A photo of a cup', 'A photo of a cup']]"
"[['Multiple colorful origami birds in a heart shaped vase.', 'Origami birds are in a heart shaped glass container.', 'A heart shaped glass sculpture sitting on top of a pair of abstract birds.', 'A heart shaped glass jar filled with origami birds.', 'A clear heart shaped jar filled with many colors of paper cranes.'], ['A photo of a dining table', 'A photo of a dining table', 'A photo of a dining table', 'A photo of a dining table', 'A photo of a chair']]"
"[['A group of three chefs preparing food in a kitchen.', 'A man making a pizza in a kitchen.', 'People in a kitchen preparing food on a counter.', 'A couple of guys cooking in a restaurant kitchen that is open to the dining area.', 'Cooks in a kitchen preparing a meal.'], ['A photo of a knife', 'A photo of a knife', 'A photo of a cup', 'A photo of a cup', 'A photo of a chair']]"
"[['A woman with glasses and a police uniform using a mobile phone.', 'A smiling female officer with glasses is on a phone call.', 'A woman in a blue uniform with a cell phone to her ear.', 'A woman in uniform talking on a cell phone.', 'A woman in uniform smiles while talking on her cell phone.'], ['A photo of a dining table', 'A photo of a dining table', 'A photo of a car', 'A photo of a dining table', 'A photo of a dining table']]"
"[['Two women sitting on a ledge with a cellphone.', 'Two women sitting on a ledge thinking about something.', 'Two women sitting down looking at a phone.', 'Two ladies sitting down looking at a cell phone.', 'Two women sitting next to each other using a cell phone.'], ['A photo of a car', 'A photo of a car', 'A photo of a chair', 'A photo of a chair', 'A photo of a handbag']]"
"[['A person on their cellular phone.', 'The conference is full of people.', 'A person sitting in a meeting room holding a cell phone.', 'A woman sitting in a seat holding a cell phone.', 'People are sitting down at a meeting and a lady has a very nice phone.'], ['A photo of a car', 'A photo of a car', 'A photo of a cup', 'A photo of a cup', 'A photo of a car']]"
"[['A stuffed animal sitting inside of a microwave that reads 2:46.', 'A microwave with the door open and a stuffed animal propped inside.', 'A stuffed rabbit is in a microwave oven.', 'A stuffed animal is in a microwave.', 'A stuffed toy bunny in a microwave oven.'], ['A photo of a person', 'A photo of a chair', 'A photo of a person', 'A photo of a oven', 'A photo of a conventional oven']]"
"[['A silver fridge sitting next to a microwave.', 'A metallic refrigerator freezer sitting next to a microwave oven.', 'A compact space with a refrigerator and a microwave on a shelf.', 'A black and silver fridge next to a large mirror.', 'A refrigerator up against a wall with a mirror.'], ['A photo of a person', 'A photo of a cup', 'A photo of a dining table', 'A photo of a cup', 'A photo of a person']]"
