image_path,correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000418.jpg,0,No person is included in this image.,"This image shows a person, but does not feature an aeroplane.",This image contains a person,This image does not include an aeroplane.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009321.jpg,0,"A car is present in this image, but there is no person.","This image features a person, but lacks a car.",This image contains a person.,No car is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009486.jpg,0,"This image has a sofa, but no potted plant is visible.","This image features a potted plant, with no sofa in sight.",A potted plant is included in this image.,A sofa is absent from this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009486.jpg,0,This image includes a chair and a dining table.,"This image features a potted plant, but there's no chair.",This image includes a potted plant.,There is no chair in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006195.jpg,0,"""This image features a person holding a bottle.""  (Note: Changed the caption assuming the person is likely to be holding the bottle, but the original caption doesn't provide this detail, so it may not always be accurate)","A chair is included, but there is no person in this image.",This image depicts a chair.,This image does not feature a person.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005727.jpg,0,This image depicts both a chair and a sofa.,"A person is present in this image, but there is no chair.",This image shows a person,A chair is not present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000079.jpg,0,This image does not include a person,"This image features a person, but no dog is present.",This image shows a person,This image does not have a dog.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009740.jpg,0,"This image shows a car, with no person in sight.","A person is present in this image, but there is no car.",A person is present in this image,No car is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005080.jpg,0,This image does not include a person.,"This image includes a person, but no cow is present.",This image shows a person,No cow is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001639.jpg,0,A sofa is not included in this image.,This image contains a sofa but no dog.,This image features a sofa,A dog is not in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004167.jpg,0,This image depicts a person and a bus.,"A chair is present in this image, but there is no person.",A chair is included in this image.,No person is visible in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009791.jpg,0,"This image features a train, with no car in sight.","This image contains a car, but there is no train.",A car is included in this image.,A train is not included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005051.jpg,0,A sofa is not included in this image.,"The sofa is present, but there is no dog in this image.",This image features a sofa.,A dog is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006144.jpg,0,This image includes a tvmonitor and a cat.,This image contains a chair but no tv monitor.,This image features a chair.,This image does not feature a tv monitor.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005842.jpg,0,A chair is not present in this image.,"This image features a chair, but no car is included.",This image shows a chair.,A car is not in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008217.jpg,0,A chair is not included in this image.,"This image features a chair, but no person is in sight.",This image shows a chair.,A person is not in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002849.jpg,0,"This image shows a dog, with no sofa in sight.","This image features a sofa, but there is no dog.",This image shows a sofa.,No dog is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006957.jpg,0,A car is not present in this image.,"This image features a car, but no person is present.",A car is present in this image.,No person is present in this image,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006525.jpg,0,"While a car is present in this image, there is no person.","This image shows a person, but no car is included.",This image features a person.,No car is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006060.jpg,0,This image contains no car.,"A car is present in this image, but there is no cow.",A car is present in this image.,There is no cow in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003099.jpg,0,"This image features a sofa, but there is no person.","This image features a person, but there is no sofa.",This image features a person.,This image does not feature a sofa.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007620.jpg,0,"This image features a person, but no car is present.","A car is present in this image, but there is no person.",A car is present in this image.,No person is visible in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009901.jpg,0,A car is not present in this image.,"A car is included in this image, while a chair is not.",This image contains a car,A chair is not shown in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005966.jpg,0,"This image features a person, but there is no chair.","This image shows a chair, but it does not include a person.",This image shows a chair.,This image is without a person.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008333.jpg,0,"This image includes a sheep, but no dog.",This image contains a dog but no sheep.,This image depicts a dog.,Sheep is not present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004881.jpg,0,"This image features a chair, with no sofa in sight.","This image features a sofa, but lacks a chair.",A sofa is included in this image.,No chair is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007994.jpg,0,There is no chair in this image.,"This image features a chair, with no person in sight.",This image depicts a chair.,There is no person in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006401.jpg,0,"This image features a horse, but does not include a chair.","This image features a chair, but does not include a horse.",A chair is present in this image.,A horse is not present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006873.jpg,0,This image depicts a horse and a person.,A chair is included in this image; a horse is not.,This image shows a chair.,This image does not depict a horse.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007290.jpg,0,This image features an aeroplane but no person,This image features a person but no aeroplane,This image features a person,There is no aeroplane in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002269.jpg,0,This image shows a person and a horse.,"This image features a car, but there is no person.",This image features a car.,No person is present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007945.jpg,0,"""A chair is not included in this image"".","This image features a chair, and does not include a train.",This image has a chair,A train is not shown in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004385.jpg,0,"This image features a sofa, with no person in sight.","This image features a person, but does not include a sofa.",A person is present in this image.,A sofa is not included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004422.jpg,0,This image features a potted plant but no chair.,"A chair is present in this image, but there is no potted plant.",A chair is present in this image.,A pottedplant is not included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007156.jpg,0,There is no person in this image.,"A person is present in this image, but there is no bus.",This image features a person,This image does not feature a bus,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002608.jpg,0,This image contains no person.,"This image features a person, but there is no tv monitor.",This image features a person.,A TV monitor is not included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003048.jpg,0,No person appears in this image.,"This image features a person, but there is no sofa.",This image features a person,A sofa is not included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006716.jpg,0,"A bird is present in this image, but there is no boat.","A boat is included in this image, but there is no bird.",This image depicts a boat.,There is no bird in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004043.jpg,0,This image features a person and a car.,"This image depicts a chair, but there is no person in it.",A chair is included in this image.,There is no person in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001583.jpg,0,A car is not present in this image.,"This image features a car, but no person is present.",This image contains a car.,There is no person in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004908.jpg,0,"This image features a person, with no car in sight.","This image features a car, but there is no person.",This image features a car,This image features no people,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009888.jpg,0,"This image displays a TV monitor, but no chair is visible.","This image features a chair, but does not include a tv monitor.",A chair is included in this image,There is no TV monitor in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003571.jpg,0,A car is not present in this image.,"This image features a car, but does not include a boat.",Car is present in this image,No boat is included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003903.jpg,0,"This image features a person, with no car in sight.","This image features a car, but there is no person.",A car is included in this image.,No person is visible in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002331.jpg,0,This image features a person and a car.,"A chair is present, but there is no person in this image.",This image depicts a chair.,No person is present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001645.jpg,0,There is no dog in this image.,"This image features a dog, with no sheep in sight.",This image shows a dog.,There is no sheep in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002750.jpg,0,This image features a car with a person.,"This image features a horse, but no car is present.",A horse is present in this image.,A car is not included in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006138.jpg,0,No car is present in this image.,"A car is present in this image, but there's no train.",This image features a car.,There is no train in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003666.jpg,0,"This image features a car, but no bus is present.","This image features a bus, with no car in sight.",This image shows a bus.,No car is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002026.jpg,0,"This image depicts a sofa, with no car in sight.","This image shows a car, but there is no sofa.",A car is included in this image.,There is no sofa in this image,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002026.jpg,0,This image features a potted plant and a bottle.,"This image features a car, but a potted plant is nowhere to be seen.",This image features a car.,There is no potted plant included in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007778.jpg,0,"This image features a bottle, with no car in sight.","This image features a car, with no bottle in sight.",This image features a car.,A bottle is absent in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002781.jpg,0,"This image shows a person, but there is no car.","A car is present in this image, but there's no person.",This image includes car.,There is no person in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001133.jpg,0,No car is present in this image.,"This image shows a car, but lacks a sofa.",A car is included in the image.,This image does not feature a sofa.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001694.jpg,0,"A cat is present in this image, whereas a person is not.","This image shows a person, with no cat in sight.",This image depicts a person,No cat is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000773.jpg,0,"This image features a bird, with no boat in sight.","This image shows a boat, but there is no bird.",A boat is included in this image.,No bird is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007319.jpg,0,This image features a person and a sofa.,"A car is present in this image, but there is no person.",This image features a car.,There is no person in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007319.jpg,0,A dining table is not present in this image.,"This image features a dining table, but there is no potted plant.",This image features a dining table.,A potted plant is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002447.jpg,0,There is no sofa in this image.,This image depicts a sofa but does not include a dog.,This image contains a sofa.,A dog is not in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006559.jpg,0,"A person is included in the image, but there is no chair.","This image features a chair, but it is uninhabited.",This image features a chair.,No person is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001552.jpg,0,No person is present in this image.,"This image features a person, but no car is present.",This image features a person,No car is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000659.jpg,0,"A chair is present in this image, but there is no person.","This image features a person, with no chair in sight.",This image features a person.,No chair is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001019.jpg,0,"This image features a cat, but no person is present.","This image features a person, but there is no cat present.",This image shows a person.,A cat is not present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007652.jpg,0,"A person is present, but there is no car in this image.","This image shows a car, but no person is present.",This image features a car.,There is no person in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008894.jpg,0,A person and a bottle are shown in this image.,"This image features a chair, but it is unoccupied, with no person present.",A chair is present in this image,No person is present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001478.jpg,0,A person is not present in this image.,"This image shows a person, but lacks a potted plant.",A person is present in this image.,This image doesn't have a pottedplant,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000238.jpg,0,"This image features a person, but no car is present.","A car is visible in this image, but there is no person.",This image includes a car,No person is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009501.jpg,0,This image contains a train but no person.,"This image features a person, with no train in sight.",The image includes a person.,There is no train in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006801.jpg,0,This image does not include a tvmonitor.,"This image features a tvmonitor, but no cat is present.",This image features a tvmonitor.,There is no cat present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007233.jpg,0,This image features a boat but lacks a car.,"This image shows a car, but a boat is not present.",This image features a car.,There is no boat in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007545.jpg,0,"This image features a bird, while a person is noticeably absent.","This image includes a person, but there is no bird.",This image shows a person.,No bird is visible in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007937.jpg,0,A chair is not present in this image.,"This image features a chair, but no bottle is present.",A chair is present in this image.,No bottle is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003829.jpg,0,A person and a train are visible in this image.,"This image depicts a chair, with no person in sight.",This image contains a chair,A person is not present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009277.jpg,0,"This image shows a motorbike, but no car is present.","This image features a car, but there is no motorbike.",There is a car in this image.,There is no motorbike in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004822.jpg,0,"A person is featured in this image, but there is no chair.","This image features a chair, but no one is sitting in it.",A chair is included in this image,There is no person in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008845.jpg,0,"A person is present, but there is no car in this image.","This image features a car, but no person is included.",This image features a car.,There is no person in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006764.jpg,0,This image features a sofa alongside a person.,"A car is featured in this image, while a sofa is noticeably absent.",A car is included in this image.,There is no sofa in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007124.jpg,0,This image depicts a person and a bicycle.,"This image features a car, but there is no person in sight.",This image features a car,No person appears in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008056.jpg,0,A dining table is not included in this image.,"A dining table is included in this image, but there is no chair.",This image contains a dining table.,There is no chair included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009616.jpg,0,"A bird is visible in this image, but there is no boat.","This image shows a boat, but no bird is visible.",This image shows a boat.,There is no bird in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005671.jpg,0,"A dog is present in this image, but there is no person.","A person is present in this image, but there is no dog.",A person appears in this image.,There is no dog in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000864.jpg,0,"This image shows a bus, but there is no person in it.","A person is present in this image, but there is no bus.",This image shows a person.,There is no bus in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001256.jpg,0,A chair is noticeably absent from this image.,"A chair is present in this image, but there is no bicycle.",This image shows a chair.,A bicycle is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001983.jpg,0,"A bus is included in this image, while a car is not.","This image shows a car, but there's no bus in sight.",This image shows a car.,No bus is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003503.jpg,0,A person is included in this image alongside a bus.,"This image features a chair, but there is no bus.",A chair is present in this image.,No bus is included in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001637.jpg,0,No boat is present in this image.,"This image features a boat, with no bird in sight.",A boat is included in this image.,There is no bird in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001190.jpg,0,"This image shows a dog, but no person is included.","This image features a person, with no dog in sight.",A person is shown in this image.,No dog is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002085.jpg,0,"This image features a boat, with no person in sight.","This image features a person, with no boat in sight.",A person is present in this image.,No boat is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000701.jpg,0,A car is noticeably absent from this image.,"This image features a car, but there is no person.",A car is included in this image.,No person is included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009038.jpg,0,"This image shows a bus, with no car in sight.","This image shows a car, but no bus is present.",A car is included in this image.,This image does not feature a bus.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008678.jpg,0,This image features a sofa but lacks a dining table.,"This image features a dining table, but a sofa is not present.",A dining table is present in this image,No sofa is visible in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001141.jpg,0,"This image shows a potted plant, with no chair in sight.","A chair is present in this image, but there's no potted plant.",The image depicts a chair.,There is no potted plant included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003275.jpg,0,"This image features a bicycle, but no person is present.","A person is present in this image, but there is no bicycle.",A person is visible in this image.,A bicycle is not present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008219.jpg,0,"A person is included in this image, but there's no chair.","A chair is included, but there is no person in this image.",A chair is present in this image.,A person is not in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001520.jpg,0,No person is present in this image.,"A person is present in this image, but there is no cat.",This image contains a person.,There is no cat in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005399.jpg,0,No car is present in this image.,"This image features a car, but no person is present.",This image features a car.,No people are present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000360.jpg,0,No car is present in this image.,"This image features a car, but no cow is present.",This image contains a car,A cow is absent from this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003730.jpg,0,"This image shows a motorbike, but there is no person.","This image includes a person, with no motorbike in sight.",This image depicts a person.,There is no motorbike in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003097.jpg,0,"This image depicts a train, but there is no person in sight.",This image features a person but does not include a train.,A person is present in this image.,This image does not include a train,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000182.jpg,0,This image shows a person and includes a sofa.,"This image shows a chair, with no people in sight.",A chair is visible in this image.,No person is present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001065.jpg,0,This image does not feature a chair.,"This image features a chair, but there is no person present.",This image includes a chair.,No person is seen in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003884.jpg,0,This image has no chair.,"This image shows a chair, with no person in sight.",This image features a chair.,No person is present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002511.jpg,0,This image depicts a horse alongside a person.,This image shows a car but no horse.,A car is included in this image.,A horse is not included in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001876.jpg,0,No car is present in this image.,"This image shows a car, with no train present.",This image features a car,This image does not feature a train.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000295.jpg,0,No car is in this image.,"This image includes a car, but excludes a boat.",This image shows a car.,A boat is not in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000532.jpg,0,"This image shows a person, but there is no chair.","This image contains a chair, but no person is present.",A chair is present in this image.,No person is in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000940.jpg,0,There is no dining table included in this image.,"A dining table is present in this image, but there is no chair.",This image features a dining table.,No chair is visible in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001372.jpg,0,"This image features a person, but there is no chair.","A chair is present in this image, but there is no person.",This image shows a chair.,There is no person in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008839.jpg,0,This image features a bicycle but no car,"This image features a car, but there is no bicycle.",This image features a car.,A bicycle is absent from this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007539.jpg,0,A boat is not included in this image.,"This image features a boat, with no bird in sight.","""This image shows a boat."" ""// Not sure if this is correct but based on Original Caption: 'This image includes fork.' Rephrased Caption: 'This image shows a fork.'"" I assumed it is okay to change 'includes' to 'shows' here as well.",No bird is visible in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006379.jpg,0,No person is present in this image.,"A person is present in this image, but there is no bird.",This image includes a person.,No birds are present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003427.jpg,0,A person and a cat are included in this image.,"This image features a car, but there is no person.",A car is present in this image.,There is no person in this image,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003046.jpg,0,There is no person in this image.,"This image features a person, with no car in sight.",This image shows a person,There is no car included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007158.jpg,0,"This image features a cow, but there is no car.","A car is present in this image, but there's no cow.",This image shows a car,There is no cow in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002498.jpg,0,"A person is visible in this image, but there is no chair.","A chair is present, while there is no person in this image.",A chair is visible in this image,No person is visible in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006586.jpg,0,A car is not present in this image.,"This image features a car, but there is no person.",A car is included in this image,A person is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005493.jpg,0,There is no bus in this image.,"This image features a bus, with no car in sight.",This image shows a bus,A car is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009353.jpg,0,"This image features a sofa, with no person in sight.","This image shows a person, but there is no sofa.",This image shows a person.,A sofa is not present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005334.jpg,0,"A horse is present in this image, but there is no person.","This image shows a person, with no horse in sight.",This image shows a person.,No horse is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004906.jpg,0,No person is present in this image.,"This image features a person, but there is no aeroplane.",This image depicts a person.,There is no aeroplane in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006640.jpg,0,"This image features a bird, but no person is present.","This image features a person, but there is no bird.",A person is included in this image.,No birds are visible in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007000.jpg,0,There is no chair in this image.,"This image shows a chair, but there is no person in sight.",This image contains a chair,There is no person in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004115.jpg,0,This image features a car but lacks a bus.,"This image features a bus, but no car is present.",A bus is present in this image.,No car is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008172.jpg,0,There is no chair in the image.,"This image shows a chair, but there is no dog.",A chair is included in this image.,A dog is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009095.jpg,0,This image shows a dining table accompanied by a chair.,"This image shows a person, but there is no dining table.",A person is present in this image.,A dining table is absent from this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009044.jpg,0,"This image features a motorbike, with no chair in sight.","This image features a chair, with no motorbike in sight.",This image shows a chair.,A motorbike is not included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004663.jpg,0,"This image depicts a train, but a car is not included.","This image features a car, but no train is present.",A car is present in this image.,There is no train in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002028.jpg,0,This image does not have a boat.,"A boat is included in this image, while a bird is absent.",This image shows a boat,There is no bird in this image,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003668.jpg,0,This image contains a dining table with no person present.,"This image shows a person, but does not include a dining table.",This image features a person.,A dining table is not included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006691.jpg,0,There is no chair in this image.,"This image shows a chair, but no potted plant is included.",A chair is included in this image.,This image does not feature a potted plant.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/008265.jpg,0,A chair is not included in this image.,"This image depicts a chair, but there is no person.",This image includes a chair,This image does not have a person.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004202.jpg,0,"This image features a dog, but no person is present.",This image includes a person but no dog.,This image features a person,There is no dog in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/005442.jpg,0,This image contains a bottle and a person.,This image features a car but no bottle.,This image shows a car.,A bottle is not included in this picture.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009857.jpg,0,The image is car-free,"This image features a car, but there's no motorbike in sight.",This image contains a car.,No motorbike is included in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/009425.jpg,0,This image features a person but no chair.,"This image shows a chair, with no person in sight.",A chair is present in this image.,There is no person in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003209.jpg,0,This image does not include car,This image shows a car but no aeroplane.,This image shows a car.,There is no aeroplane in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006925.jpg,0,"A car is present in this image, but there is no person.","This image features a person, with no car in sight.",This image depicts a person,This image contains no car.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006557.jpg,0,"A sheep is present in this image, but there is no person.","This image features a person, but does not include a sheep.",This image features a person,No sheep are present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007317.jpg,0,A person and a bird are present in this image.,"This image features a chair, but no bird is visible.",This image features a chair,No bird is visible in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002449.jpg,0,"This image features a dining table, with no sofa in sight.","This image features a sofa, but there is no dining table.",A sofa is included in this image.,This image does not include a dining table.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003737.jpg,0,This image features a person and a dog.,"A car is visible, but there is no person.",A car is present in this image.,There is no person in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002177.jpg,0,This image shows both a car and a bus.,"This image features a motorbike, with no car in sight.",A motorbike is included in this image.,No car is present in this image.,positive
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000185.jpg,0,"A chair is included, but there is no dining table.","A dining table is present in this image, but there is no chair.",A dining table is included in this image.,There is no chair in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/007248.jpg,0,"A potted plant is present in the image, but there is no person.","This image shows a person, but no potted plant is present.",This image shows a person.,This image does not include a potted plant.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002516.jpg,0,"This image features a person, but no car is present.","This image shows a car, but no person is present.",This image features a car,No person is in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/002964.jpg,0,There is no chair in this image.,"This image features a chair, with no dog in sight.",A chair is included in this image.,This image does not include a dog.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/003883.jpg,0,"This image shows a train, but no car is present.","This image shows a car, with no train in sight.",This image includes a car.,There is no train in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/006408.jpg,0,A car is nowhere to be found in this image.,"This image features a car, with no boat in sight.",This image shows a car.,A boat is not present in this image.,negative
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000243.jpg,0,"This image features an aeroplane, with no person in sight.","This image features a person, with no aeroplane in sight.",A person is present in this image.,There is no aeroplane in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/004888.jpg,0,"A cat is present in this image, but there is no person.","This image includes a person, but no cat is present.",This image shows a person,A cat is not present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001871.jpg,0,"A tv monitor is included in this image, but there's no chair.","This image features a chair, but no TV monitor is present.",This image contains a chair.,No tv monitor is included in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/001403.jpg,0,"This image features a car, but there is no chair.",This image features a chair but contains no car.,A chair is visible in this image.,No car is present in this image.,hybrid
data/voc2007/VOCdevkit/VOC2007/JPEGImages/000292.jpg,0,No person is present in the image,"This image features a person, but no cat is present.",This image shows a person.,A cat is not present in this image.,negative
